symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
AEE,62.0,,,99.02999877929688,,0.1925,70.0,0.3691,97.0,0.1879,56.0,0.2305,76.0,0.2731,85.0,0.2119,79.0,0.2034,80.0,0.1808,56.0,0.2042,65.0,0.2275,68.0
AEG,797.0,,,6.099999904632568,,0.6528,90.0,0.5878,97.0,0.2841,33.0,,,,,0.3549,63.0,0.211,68.0,0.2841,36.0,,,,
AEHR,93.0,,,8.539999961853027,,1.7753,,1.3099,,0.796,,1.0545,,1.313,,1.0094,,0.7748,,0.7919,,0.8373,,0.8827,
AEIS,63.0,,,89.16999816894531,,1.3096,99.0,1.0351,100.0,0.7061,92.0,0.6565,89.0,0.6069,81.0,0.5513,76.0,0.4421,65.0,0.5025,70.0,0.5187,72.0,0.5348,75.0
AEM,62.0,,,120.56999969482422,,0.3988,60.0,0.5105,92.0,0.3493,35.0,0.3565,38.0,0.3637,40.0,0.3574,36.0,0.2897,33.0,0.3569,28.0,0.356,27.0,0.3552,23.0
AEO,35.0,,,10.350000381469728,,1.2184,99.0,1.0375,100.0,0.59,84.0,0.5339,78.0,0.4779,68.0,0.6016,91.0,0.4745,83.0,0.417,65.0,0.5047,84.0,0.5924,91.0
AEP,62.0,,,106.68000030517578,,0.2471,83.0,0.3321,94.0,0.2112,75.0,0.2424,84.0,0.2737,88.0,0.2165,78.0,0.2015,74.0,0.1434,25.0,0.2108,63.0,0.2781,80.0
AER,49.0,,,96.72000122070312,,0.6068,87.0,0.6074,91.0,0.3459,51.0,0.3392,49.0,0.3325,47.0,0.2978,45.0,0.2722,46.0,0.3232,45.0,0.3372,48.0,0.3513,50.0
AES,47.0,,,10.270000457763672,,0.8143,95.0,0.7,95.0,0.4758,86.0,0.5419,88.0,0.6081,91.0,0.4815,88.0,0.4044,87.0,0.6091,93.0,0.5338,90.0,0.4585,84.0
AESI,51.0,,,13.380000114440918,,1.0995,,1.0247,,0.8238,,0.8698,,0.9158,,0.553,,0.4812,,0.469,,0.5455,,0.622,
AETH,,,,27.356000900268555,,0.016,,0.0407,,0.5734,,0.6252,,0.677,,0.5399,,0.226,,0.5755,,0.6142,,0.6529,
AEVA,28.0,,,7.800000190734863,,1.517,97.0,1.3076,97.0,1.1565,,1.1114,,1.0662,,0.9699,85.0,0.8657,70.0,0.8314,,0.8492,,0.8669,
AEYE,35.0,,,11.56999969482422,,1.1922,,1.2477,,0.8068,,0.8871,,0.9674,,0.9458,,0.8213,,0.9373,,0.9444,,0.9514,
AFCG,34.0,,,5.110000133514404,,1.0403,,0.9768,,0.2927,,0.499,,0.7053,,0.5133,,0.4402,,0.2927,,0.403,,0.5133,
AFG,71.0,,,127.04000091552734,,0.5268,95.0,0.4808,96.0,0.3983,92.0,0.3346,86.0,0.2709,70.0,0.2658,73.0,0.223,71.0,0.2557,71.0,0.2452,66.0,0.2348,61.0
AFK,,,,17.139999389648438,,0.5801,,0.4386,,0.2426,,0.2786,,0.3147,,0.2635,,0.2173,,0.2426,,0.2786,,0.3147,
AFL,70.0,,,108.02999877929688,,0.3854,88.0,0.4832,96.0,0.1967,48.0,0.1974,46.0,0.1981,44.0,0.2543,70.0,0.2195,69.0,0.1997,46.0,0.238,59.0,0.2763,64.0
AFMD,153.0,,,0.7210000157356262,,1.6766,98.0,1.6219,99.0,,,,,,,0.9367,76.0,0.9175,84.0,,,,,,
AFRM,69.0,,,41.59000015258789,,1.3846,89.0,1.3165,98.0,0.7783,41.0,0.7766,41.0,0.7749,41.0,0.8958,50.0,0.7293,50.0,0.7635,39.0,0.7754,40.0,0.7873,42.0
AFYA,34.0,,,17.93000030517578,,0.4406,62.0,0.4986,70.0,0.427,9.0,,,,,0.3615,30.0,0.3006,11.0,0.427,15.0,,,,
AG,55.0,,,6.599999904632568,,0.8846,90.0,0.8101,97.0,0.5865,62.0,0.5943,65.0,0.6021,67.0,0.653,67.0,0.5248,65.0,0.5958,51.0,0.6014,54.0,0.607,55.0
AGCO,69.0,,,84.29000091552734,,0.8644,100.0,0.8193,100.0,0.5527,97.0,0.5738,98.0,0.5948,98.0,0.4547,89.0,0.3906,91.0,0.3427,67.0,0.3902,81.0,0.4377,88.0
AGEN,36.0,,,1.690000057220459,,1.3576,95.0,1.3901,96.0,1.6029,93.0,2.553,100.0,3.5032,100.0,0.9054,83.0,0.9039,86.0,2.54,98.0,3.0216,100.0,3.5032,100.0
AGG,,,,97.80999755859376,,0.1038,98.0,0.0951,98.0,0.0808,93.0,0.0871,93.0,0.0934,92.0,0.0561,79.0,0.0441,82.0,0.044,65.0,0.0782,90.0,0.1125,95.0
AGGY,,,,42.880001068115234,,0.1705,,0.1238,,,,,,,,0.065,,0.0467,,,,,,,
AGI,56.0,,,29.6299991607666,,0.5039,68.0,0.523,82.0,0.44,37.0,0.4352,33.0,0.4305,32.0,0.3831,23.0,0.3241,22.0,0.4052,21.0,0.4032,18.0,0.4012,15.0
AGIO,62.0,,,27.81999969482422,,0.7156,81.0,0.8749,95.0,0.6806,69.0,0.6556,64.0,0.6306,57.0,0.6485,70.0,0.581,69.0,0.7307,90.0,0.7582,93.0,0.7857,95.0
AGL,50.0,,,5.53000020980835,,1.4316,99.0,0.9673,96.0,0.9733,90.0,0.991,92.0,1.0086,94.0,1.1031,98.0,0.8888,99.0,0.6299,66.0,0.7188,80.0,0.8076,87.0
AGM,54.0,,,170.50999450683594,,0.5616,87.0,0.6098,92.0,0.4674,76.0,0.4674,76.0,0.4675,74.0,0.3203,46.0,0.2697,34.0,0.3073,42.0,0.3284,46.0,0.3495,49.0
AGNC,79.0,,,8.40999984741211,,0.7165,98.0,0.7516,99.0,0.3345,89.0,0.3553,90.0,0.3761,90.0,0.2448,68.0,0.248,74.0,0.3766,93.0,0.3169,80.0,0.2572,35.0
AGNG,,,,29.520000457763672,,0.4106,,0.4152,,0.1934,,,,,,0.1709,,0.1459,,0.1934,,,,,
AGO,48.0,,,81.91999816894531,,0.5496,86.0,0.5031,88.0,0.4554,73.0,0.4316,69.0,0.4077,65.0,0.2981,55.0,0.2319,42.0,0.3187,52.0,0.3376,55.0,0.3565,57.0
AGQ,,,,39.209999084472656,,0.4629,48.0,0.4963,88.0,0.4814,38.0,0.5878,64.0,0.6942,82.0,0.6368,72.0,0.3553,50.0,0.6094,59.0,0.6423,61.0,0.6752,64.0
AGRO,34.0,,,11.18000030517578,,0.5177,90.0,0.3812,77.0,,,,,0.7632,97.0,0.3007,32.0,0.2725,19.0,,,,,0.7632,99.0
AGS,41.0,,,11.920000076293944,,0.1107,15.0,0.1311,15.0,,,,,,,0.0553,6.0,0.0594,5.0,,,,,,
AGX,132.0,,,145.8699951171875,,0.7679,95.0,1.0231,100.0,0.5842,88.0,0.6265,92.0,0.6688,92.0,0.7475,100.0,0.6407,100.0,0.6475,99.0,0.6492,100.0,0.6508,99.0
AGYS,85.0,,,68.44999694824219,,0.7733,91.0,0.785,94.0,0.8756,97.0,0.8146,95.0,0.7536,92.0,0.5925,80.0,0.4619,62.0,0.5877,88.0,0.5891,89.0,0.5905,89.0
AGZ,,,,108.77999877929688,,0.0683,,0.0716,,,,,,0.12,,0.0349,,0.0323,,,,,,0.12,
AHCO,50.0,,,8.0,,0.8885,90.0,0.8235,95.0,1.2249,100.0,0.9326,99.0,0.6402,68.0,0.5863,47.0,0.4959,33.0,0.4482,8.0,0.4499,5.0,0.4516,4.0
AHH,56.0,,,6.900000095367432,,0.6196,97.0,0.629,98.0,0.4044,74.0,,,,,0.3123,86.0,0.291,86.0,0.4044,81.0,,,,
AHR,48.0,,,30.34000015258789,,0.4649,77.0,0.5818,100.0,0.3754,,0.7029,,1.0304,,0.3185,62.0,0.3381,100.0,0.3461,,0.3746,,0.4031,
AI,49.0,,,19.969999313354492,,1.066,94.0,1.0995,97.0,0.5645,57.0,0.5509,55.0,0.5372,57.0,0.717,80.0,0.6617,82.0,0.6964,77.0,0.6737,60.0,0.6509,62.0
AIA,,,,67.69999694824219,,0.7236,100.0,0.4849,100.0,0.3104,85.0,0.2898,71.0,0.2692,52.0,0.289,80.0,0.1639,89.0,0.1893,70.0,0.2218,56.0,0.2542,38.0
AIBU,,,,25.165000915527344,,1.7441,,1.3427,,0.6637,,0.6717,,0.6797,,0.7179,,0.488,,0.6105,,0.6245,,0.6386,
AIEQ,,,,35.41899871826172,,0.7981,,0.6612,,0.2975,,0.2982,,0.2989,,0.293,,0.2072,,0.2758,,0.2832,,0.2906,
AIFU,,,,0.1400000005960464,,0.8115,,1.6088,,,,,,,,1.2913,,1.2945,,,,,,,
AIG,64.0,,,81.94999694824219,,0.4435,82.0,0.4954,90.0,0.1884,28.0,0.2446,50.0,0.3007,63.0,0.2547,48.0,0.2395,57.0,0.2457,44.0,0.2831,55.0,0.3205,61.0
AIN,49.0,,,65.08000183105469,,0.728,97.0,0.6863,99.0,0.4275,73.0,0.5518,90.0,0.6762,97.0,0.3857,75.0,0.3248,73.0,0.3169,52.0,0.3265,55.0,0.3361,62.0
AIOT,65.0,,,4.78000020980835,,1.1882,,1.3414,,0.7366,,,,,,0.8368,,0.7445,,0.7323,,,,,
AIP,57.0,,,6.010000228881836,,1.226,,1.0796,,,,,,,,0.7243,,0.6392,,,,,,,
AIPI,,,,39.38999938964844,,0.6317,,0.6467,,0.1885,,0.3937,,0.5989,,0.3086,,0.2384,,0.0649,,0.3695,,0.6741,
AIQ,,,,34.86000061035156,,0.8029,99.0,0.6744,99.0,0.3224,74.0,0.3294,,0.3365,,0.311,61.0,0.2296,68.0,0.2857,70.0,0.3004,,0.3151,
AIR,99.0,,,53.22999954223633,,0.7864,94.0,0.773,97.0,0.2935,15.0,0.3788,49.0,0.464,74.0,0.465,75.0,0.3563,63.0,0.3783,57.0,0.3744,53.0,0.3706,50.0
AIRG,253.0,,,3.7899999618530273,,0.9911,93.0,1.0913,98.0,1.3403,99.0,,,,,0.706,83.0,0.6743,84.0,1.3403,100.0,,,,
AIRR,,,,67.58000183105469,,0.6595,,0.6539,,0.3288,,0.3302,,0.3316,,0.3177,,0.2518,,0.2884,,0.2966,,0.3049,
AIRS,33.0,,,1.6799999475479126,,1.3256,,1.5147,,0.7881,,,,,,0.9858,,1.0186,,0.7881,,,,,
AISP,47.0,,,3.759999990463257,,0.7882,,1.2557,,1.0198,,1.1343,,1.2488,,1.3386,,1.3274,,0.6349,,1.9584,,3.282,
AIT,77.0,,,226.1499938964844,,0.8363,99.0,0.7391,99.0,0.4147,85.0,0.4154,85.0,0.4162,83.0,0.398,88.0,0.3081,84.0,0.3339,75.0,0.3394,75.0,0.3449,74.0
AIV,51.0,,,7.730000019073486,,0.5209,91.0,0.6265,96.0,0.5905,92.0,0.7134,95.0,0.8363,97.0,0.2797,64.0,0.2795,68.0,0.3444,67.0,0.3528,65.0,0.3611,65.0
AIVC,,,,40.79199981689453,,0.9434,,0.6236,,0.395,,0.3689,,0.3428,,0.3913,,0.2129,,0.304,,0.311,,0.318,
AIVI,,,,43.599998474121094,,0.4236,,0.26,,0.1784,,0.1952,,0.2121,,0.1834,,0.0846,,0.1579,,0.1846,,0.2113,
AIVL,,,,103.37000274658205,,0.4623,,0.3648,,0.1982,,0.1926,,0.1869,,0.1867,,0.1157,,0.1528,,0.166,,0.1793,
AIYY,,,,4.440000057220459,,0.977,,0.9362,,0.7004,,0.9584,,1.2165,,0.6485,,0.5197,,0.4067,,1.051,,1.6954,
AIZ,64.0,,,193.8000030517578,,0.5484,95.0,0.5535,97.0,0.4312,94.0,0.4172,93.0,0.4032,92.0,0.2801,71.0,0.2436,73.0,0.2865,79.0,0.2974,81.0,0.3083,82.0
AJG,76.0,,,335.55999755859375,,0.3935,94.0,0.4475,97.0,0.268,83.0,0.2751,84.0,0.2822,83.0,0.2361,75.0,0.225,78.0,0.2391,76.0,0.2486,79.0,0.2582,81.0
AKAM,55.0,,,74.51000213623047,,0.8864,95.0,0.6758,96.0,0.3518,52.0,0.3558,52.0,0.3597,53.0,0.5344,81.0,0.3252,62.0,0.3878,57.0,0.3952,59.0,0.4026,60.0
AKBA,34.0,,,1.8899999856948853,,1.054,87.0,1.0296,89.0,0.8813,47.0,,,,,0.91,72.0,0.6727,41.0,0.7673,24.0,,,,
