symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
AAT,52.0,,,20.25,1571138856.0,0.2194,57.0,0.2085,55.0,0.4829,87.0,0.4579,87.0,0.2584,66.0,0.2292,62.0,0.4829,97.0,0.4168,89.0
AAXJ,,,,75.69999694824219,,0.1007,16.0,0.0635,15.0,0.1926,65.0,0.1927,57.0,0.1803,53.0,0.0954,43.0,0.1714,45.0,0.1784,12.0
AB,50.0,,,38.369998931884766,4241035981.941223,0.0484,1.0,0.0784,1.0,0.1992,16.0,0.3142,51.0,0.3053,61.0,0.2584,38.0,0.1896,25.0,0.2836,30.0
ABAT,134.0,,,1.1799999475479126,104841815.33968449,1.1498,87.0,0.9306,80.0,1.1183,,1.5748,,1.4033,90.0,1.3136,100.0,1.0408,,1.3288,
ABBV,56.0,,,202.72000122070312,358607621272.3594,0.2297,64.0,0.2462,76.0,0.2389,64.0,0.2502,64.0,0.2936,76.0,0.2107,47.0,0.2541,73.0,0.2522,13.0
ABCB,57.0,,,58.349998474121094,4070904343.5440063,0.2041,34.0,0.202,20.0,0.5331,90.0,0.2983,41.0,0.327,68.0,0.2463,23.0,0.3481,73.0,0.3092,50.0
ABCL,29.0,,,2.359999895095825,721131007.9450607,0.5663,51.0,0.5188,37.0,0.966,86.0,0.8507,77.0,0.6759,65.0,0.6217,61.0,0.8944,70.0,0.8507,83.0
ABEO,8.0,,,5.039999961853027,245100742.14487076,0.1855,1.0,0.4642,9.0,1.613,83.0,1.0629,51.0,0.424,4.0,0.4749,4.0,1.056,57.0,1.091,64.0
ABEV,30.0,,,2.309999942779541,36942442789.22754,0.2075,27.0,0.2056,32.0,0.269,24.0,0.3012,9.0,0.3206,57.0,0.2443,49.0,0.2054,8.0,0.3565,27.0
ABG,57.0,,,226.16000366210938,4668146019.589233,0.4174,67.0,0.2926,42.0,0.3884,59.0,0.3406,39.0,0.3592,46.0,0.2796,23.0,0.3877,57.0,0.379,52.0
ABL,141.0,,,7.150000095367432,696806862.8940811,0.3579,,0.564,,0.6374,,0.559,,0.4521,,0.4789,,0.5343,,0.559,
ABM,16.0,,,48.18000030517578,2998308870.991516,0.1233,13.0,0.2283,52.0,0.3663,71.0,0.332,60.0,0.2985,59.0,0.2635,62.0,0.3125,66.0,0.3408,68.0
ABNB,43.0,,,125.6500015258789,79929106215.4497,0.2303,15.0,0.267,26.0,0.345,28.0,0.3469,28.0,0.3937,50.0,0.2788,32.0,0.397,24.0,0.401,14.0
ABNY,,,,12.996999740600586,,0.1604,,0.1576,,,,0.5175,,0.3222,,0.208,,,,0.8285,
ABOS,136.0,,,1.2300000190734863,75809329.17556763,0.7251,54.0,0.9573,84.0,,,,,0.6834,5.0,0.7232,22.0,,,,
ABR,35.0,,,12.039999961853027,2294908369.0489197,0.0868,7.0,0.1753,34.0,0.2682,45.0,0.3081,41.0,0.2945,60.0,0.2983,65.0,0.1975,50.0,0.5953,78.0
ABSI,10.0,,,2.809999942779541,369267712.48054504,0.4843,7.0,0.5777,5.0,1.151,45.0,1.1188,,1.0628,98.0,0.9558,32.0,1.151,52.0,1.1518,
ABT,65.0,,,131.35000610351562,227802942585.44922,0.2527,78.0,0.2189,77.0,0.2333,73.0,0.2334,71.0,0.207,57.0,0.1892,61.0,0.2316,65.0,0.2307,37.0
ABUS,142.0,,,3.2699999809265137,634798556.2973022,0.3491,22.0,0.3583,10.0,0.5548,6.0,0.6272,10.0,0.3992,12.0,0.4248,14.0,2.626,98.0,0.8178,38.0
ACA,29.0,,,81.87999725341797,3993778746.032715,0.2688,45.0,0.2281,27.0,0.3777,51.0,0.3807,51.0,0.2967,27.0,0.2676,25.0,0.3636,63.0,0.3556,55.0
ACAD,30.0,,,17.190000534057617,2867102861.5549316,0.2418,9.0,0.25,2.0,0.6719,53.0,0.5229,23.0,0.427,5.0,0.3854,9.0,0.494,14.0,0.5031,13.0
ACB,51.0,,,4.619999885559082,253564535.7190132,0.5071,28.0,0.6899,57.0,0.6236,13.0,0.6291,8.0,0.8329,47.0,0.6414,39.0,0.7357,34.0,0.7984,15.0
ACCD,70.0,,,7.0,571751600.0,0.0262,1.0,0.0265,1.0,,,,,1.0781,85.0,0.4017,6.0,,,,
ACCO,36.0,,,4.510000228881836,418893331.2587738,0.4227,78.0,0.3064,55.0,0.364,28.0,,,0.4467,84.0,0.3334,63.0,0.364,35.0,,
ACDC,22.0,,,8.199999809265137,1313459569.448471,0.4114,17.0,0.5234,40.0,0.6557,45.0,0.6512,40.0,0.677,57.0,0.6474,89.0,0.6016,36.0,0.7474,81.0
ACEL,149.0,,,10.239999771118164,885860332.1994781,0.2122,19.0,0.1848,8.0,1.0251,99.0,0.3785,16.0,0.2802,5.0,0.2676,19.0,0.3295,9.0,0.3508,8.0
ACES,,,,23.670000076293945,,0.2155,12.0,0.1891,10.0,0.4379,73.0,0.356,36.0,0.2862,10.0,0.2233,15.0,0.299,37.0,0.345,38.0
ACET,22.0,,,0.8500000238418579,70282931.9713831,1.221,96.0,0.8503,89.0,,,,,0.6996,72.0,0.7554,84.0,,,,
ACGL,46.0,,,96.94000244140625,36421909957.27539,0.1721,53.0,0.166,49.0,0.2478,69.0,0.2246,54.0,0.2647,85.0,0.2138,68.0,0.2447,67.0,0.2464,65.0
ACHC,29.0,,,30.1200008392334,2798539637.9756927,0.2278,31.0,0.3352,62.0,0.4844,78.0,0.6285,93.0,0.682,96.0,0.4637,87.0,0.5339,93.0,0.5388,93.0
ACHR,29.0,,,7.860000133514404,4410285563.555603,0.6981,50.0,0.6045,30.0,0.8047,40.0,0.8072,28.0,1.1514,100.0,1.0223,100.0,0.854,71.0,0.8025,24.0
ACHV,17.0,,,2.9000000953674316,101280473.3306408,0.568,64.0,0.6844,72.0,,,1.0658,40.0,0.57,51.0,0.5679,21.0,,,2.0166,94.0
ACI,79.0,,,21.170000076293945,12265453643.56311,0.2007,17.0,0.1904,11.0,0.276,8.0,0.3024,8.0,0.2466,14.0,0.2491,15.0,0.184,3.0,0.3063,5.0
ACIC,29.0,,,11.630000114440918,572711214.6355629,0.2982,47.0,0.3247,35.0,0.4513,23.0,0.4137,3.0,0.5469,41.0,0.4451,30.0,0.5163,25.0,0.5361,6.0
ACIU,15.0,,,2.0,200820000.0,0.4394,33.0,0.5401,33.0,,,,,0.5093,2.0,0.5666,2.0,,,,
ACIW,29.0,,,55.16999816894531,5811386927.124023,0.2047,28.0,0.2075,20.0,0.3647,55.0,0.3114,36.0,0.3365,57.0,0.2847,43.0,0.3517,66.0,0.3547,64.0
ACLS,46.0,,,53.779998779296875,1786808191.442871,0.3208,22.0,0.2908,9.0,0.4772,37.0,0.4611,28.0,0.4294,18.0,0.4015,18.0,0.5121,52.0,0.5108,48.0
ACLX,29.0,,,68.51000213623047,3852125592.114258,0.4395,39.0,0.3961,12.0,0.4912,11.0,0.434,3.0,0.5254,45.0,0.5259,40.0,0.6485,35.0,0.6175,18.0
ACM,53.0,,,94.56999969482422,12552465199.493408,0.1771,25.0,0.1772,18.0,0.235,15.0,0.2736,32.0,0.223,13.0,0.222,25.0,0.2813,30.0,0.2597,12.0
ACMR,30.0,,,26.920000076293945,1699451528.8164139,0.532,51.0,0.4682,45.0,0.5997,52.0,0.5874,49.0,0.7671,60.0,0.5626,64.0,0.6354,49.0,0.6394,49.0
ACN,8.0,,,308.5299987792969,194931109345.23242,0.4912,94.0,0.2629,80.0,0.2181,45.0,0.2214,43.0,0.2598,68.0,0.2013,56.0,0.2707,70.0,0.2643,38.0
ACNB,64.0,,,41.79999923706055,440684851.9565582,0.2075,,0.2186,,0.2525,,0.3393,,0.3864,,0.325,,0.2525,,0.3393,
ACNT,324.0,,,12.899999618530273,130012646.15535736,0.1777,13.0,0.309,23.0,,,0.8741,,0.2895,1.0,0.3396,1.0,,,0.8741,
ACR,23.0,,,21.440000534057617,159859859.9820137,0.4491,82.0,0.408,79.0,0.3704,27.0,0.338,9.0,0.3031,23.0,0.2984,25.0,0.3163,9.0,0.338,10.0
ACRE,44.0,,,4.78000020980835,262216471.50945663,0.1305,30.0,0.2438,67.0,0.2877,47.0,,,0.3782,85.0,0.3198,85.0,0.387,81.0,,
ACRS,29.0,,,1.6200000047683716,180607320.53160667,0.49,41.0,0.6313,52.0,0.9488,54.0,,,1.1553,80.0,0.9393,79.0,0.9488,64.0,,
ACT,52.0,,,35.029998779296875,5320426274.597168,0.1546,25.0,0.177,31.0,0.2197,18.0,0.3208,54.0,0.1929,25.0,0.1828,19.0,0.2197,5.0,0.2526,11.0
ACTG,15.0,,,3.359999895095825,322848949.92017746,0.1377,3.0,0.2398,5.0,0.3905,7.0,,,0.3643,17.0,0.33,10.0,0.3905,2.0,,
ACVA,37.0,,,14.600000381469727,2721804954.3154907,0.8192,93.0,0.6097,77.0,0.561,33.0,0.3103,1.0,0.478,39.0,0.4408,52.0,0.5965,57.0,0.5726,38.0
ACWI,,,,118.27999877929688,,0.1332,53.0,0.0989,55.0,0.147,65.0,0.1452,53.0,0.1279,39.0,0.1005,48.0,0.1273,49.0,0.1916,53.0
ACWX,,,,56.5,,0.097,26.0,0.073,34.0,0.1416,56.0,0.1537,49.0,0.1301,30.0,0.0868,40.0,0.1298,46.0,0.1766,43.0
ACXP,11.0,,,0.42399999499320984,9590752.686747909,0.3182,9.0,0.4483,6.0,,,,,1.1827,86.0,0.9952,82.0,,,,
ADAP,135.0,,,0.2199999988079071,59176261.43934727,2.6804,100.0,2.1047,100.0,,,,,0.9647,85.0,0.9083,72.0,,,,
ADBE,16.0,,,396.1499938964844,173006625334.47266,0.2257,41.0,0.2166,40.0,0.2611,35.0,0.2564,32.0,0.3896,78.0,0.24,44.0,0.3446,67.0,0.3474,62.0
ADC,45.0,,,76.0,8159056000.0,0.1341,30.0,0.1412,17.0,0.1937,28.0,0.1944,20.0,0.1772,33.0,0.1803,32.0,0.1935,42.0,0.184,9.0
ADCT,141.0,,,1.5199999809265137,152769118.08300018,0.5846,59.0,0.7213,73.0,,,,,1.2585,96.0,1.0019,95.0,,,,
ADEA,38.0,,,13.970000267028809,1506203518.790245,0.2617,33.0,0.2589,22.0,0.4416,26.0,,,0.5446,98.0,0.3744,63.0,0.4416,37.0,,
ADI,37.0,,,208.94000244140625,104417976831.61523,0.3041,63.0,0.2013,34.0,0.3074,59.0,0.311,57.0,0.3167,63.0,0.262,62.0,0.2641,43.0,0.3343,63.0
ADM,52.0,,,48.279998779296875,23181931093.87207,0.2537,63.0,0.2264,63.0,0.2527,54.0,0.2357,41.0,0.2681,66.0,0.2415,69.0,0.2006,20.0,0.3328,82.0
ADMA,25.0,,,20.280000686645508,4818832525.397278,0.7383,79.0,0.461,34.0,0.4434,2.0,0.457,2.0,0.6305,49.0,0.553,32.0,0.5438,7.0,0.5556,8.0
ADNT,59.0,,,13.510000228881836,1266545012.4973755,0.7996,89.0,0.5864,87.0,0.6003,67.0,0.5373,57.0,0.4434,46.0,0.4241,53.0,0.5296,53.0,0.5289,56.0
ADP,58.0,,,305.42999267578125,124270608993.42773,0.1247,30.0,0.1531,49.0,0.1518,25.0,0.1604,28.0,0.165,34.0,0.1573,38.0,0.1787,28.0,0.2389,54.0
ADPT,45.0,,,8.220000267028809,1224319719.7723389,0.5904,44.0,0.705,63.0,1.1682,86.0,0.8257,51.0,0.7954,62.0,0.8007,90.0,0.8447,71.0,0.8343,73.0
ADSE,,,,15.0,808144500.0,0.3563,,0.5693,,,,1.2422,,0.3334,,0.5361,,,,0.9205,
ADSK,29.0,,,269.80999755859375,57469529479.98047,0.219,28.0,0.1914,16.0,0.2507,13.0,0.273,23.0,0.272,15.0,0.2194,6.0,0.3254,13.0,0.331,14.0
ADT,29.0,,,8.229999542236328,6997631246.622314,0.3634,64.0,0.2786,44.0,0.3597,39.0,0.3232,28.0,0.3722,35.0,0.2612,26.0,0.2916,27.0,0.3501,35.0
ADTN,141.0,,,9.220000267028809,737907010.4911957,0.2461,31.0,0.372,65.0,0.4646,67.0,0.6132,90.0,0.5324,85.0,0.5062,95.0,0.5479,95.0,0.5705,94.0
ADUS,32.0,,,97.80000305175781,1777309675.4592896,0.282,49.0,0.2784,40.0,0.3573,39.0,0.4557,78.0,0.3194,34.0,0.2829,17.0,0.2818,11.0,0.2868,10.0
ADV,21.0,,,1.590000033378601,511040308.0081825,1.0914,98.0,0.8399,91.0,,,,,0.6482,83.0,0.6588,88.0,,,,
ADVM,144.0,,,4.960000038146973,104844480.80635071,1.1597,93.0,0.9518,86.0,1.187,74.0,1.4109,88.0,0.7051,49.0,0.7433,49.0,1.3285,94.0,1.0081,70.0
AEE,43.0,,,98.62999725341797,26645684376.068848,0.1693,60.0,0.1592,55.0,0.1499,25.0,0.1819,37.0,0.1897,62.0,0.1735,56.0,0.1716,48.0,0.2138,57.0
AEG,778.0,,,6.730000019073486,10989552061.865479,0.1667,17.0,0.153,43.0,,,,,0.2885,46.0,0.1551,38.0,,,,
AEHR,74.0,,,8.600000381469727,264137831.71634674,0.2657,1.0,0.3662,1.0,1.1023,83.0,1.1193,85.0,0.9338,46.0,0.7279,39.0,0.707,3.0,0.8272,21.0
AEIS,44.0,,,100.0199966430664,3982806268.3265686,0.3748,48.0,0.3393,41.0,0.4303,45.0,0.3771,26.0,0.4129,42.0,0.3518,39.0,0.4043,37.0,0.3788,25.0
AEM,43.0,,,107.83000183105469,54254018441.28418,0.2147,13.0,0.1776,3.0,0.2992,15.0,0.3005,14.0,0.3175,26.0,0.2456,15.0,0.3464,24.0,0.335,13.0
AEO,16.0,,,11.90999984741211,2066718453.5217285,0.4641,71.0,0.4471,79.0,0.4571,64.0,0.4951,71.0,0.465,74.0,0.3757,67.0,0.4761,83.0,0.4937,74.0
AEP,43.0,,,105.1500015258789,56148839014.801025,0.1814,62.0,0.1447,39.0,0.1849,62.0,0.1852,51.0,0.2004,70.0,0.1786,61.0,0.1417,25.0,0.2624,74.0
AER,30.0,,,102.76000213623047,19298430339.1062,0.2025,32.0,0.1596,11.0,0.2191,14.0,0.242,22.0,0.2157,21.0,0.223,28.0,0.2943,35.0,0.3173,42.0
AES,28.0,,,12.430000305175781,8848929547.814941,0.1766,21.0,0.2607,54.0,0.3584,70.0,0.3602,69.0,0.4296,84.0,0.368,84.0,0.4092,80.0,0.3916,70.0
AESI,32.0,,,18.079999923706055,3029050867.2180176,0.2331,,0.2714,,0.3745,,0.4045,,0.4162,,0.3937,,0.3552,,0.5033,
AETH,,,,30.034000396728516,,0.2256,,0.0711,,0.5239,,0.5458,,0.5558,,0.248,,0.5891,,0.637,
AEVA,9.0,,,6.380000114440918,349073412.26148605,1.4257,96.0,1.5054,99.0,0.9242,59.0,0.877,51.0,0.9043,60.0,0.7966,44.0,0.8512,59.0,0.8532,57.0
AEYE,16.0,,,11.539999961853027,146095245.51706314,0.5878,31.0,0.6846,32.0,0.9098,39.0,0.7654,7.0,0.9063,74.0,0.7835,35.0,1.0066,85.0,0.8917,20.0
AFCG,15.0,,,6.289999961853027,142128839.138031,0.1247,3.0,0.2506,38.0,0.3658,52.0,,,0.4326,85.0,0.3619,99.0,0.3658,72.0,,
AFG,52.0,,,127.7699966430664,10739630405.83496,0.1604,46.0,0.1652,53.0,0.1331,5.0,0.242,61.0,0.2246,62.0,0.1898,62.0,0.1821,35.0,0.2481,66.0
AFK,,,,17.6299991607666,,0.1991,54.0,0.1582,32.0,,,0.2848,,0.1983,41.0,0.1872,49.0,,,0.2716,
AFL,51.0,,,110.77999877929688,60465382375.00195,0.0929,12.0,0.1622,45.0,0.1857,42.0,0.1622,21.0,0.2067,51.0,0.1751,46.0,0.182,34.0,0.2495,53.0
AFMD,134.0,,,0.8050000071525574,13581074.62067008,0.4092,18.0,0.5121,16.0,,,,,0.8184,57.0,0.81,60.0,,,,
AFRM,50.0,,,47.380001068115234,15467059587.723022,0.7982,51.0,0.6002,28.0,0.6965,27.0,0.6962,27.0,0.8078,34.0,0.6466,31.0,0.7312,33.0,0.7207,24.0
AFYA,15.0,,,18.0,1619395200.0,0.1054,1.0,0.1953,1.0,0.4216,8.0,0.4103,7.0,0.3434,20.0,0.2815,8.0,0.4216,14.0,0.4382,15.0
AG,36.0,,,6.96999979019165,3415230308.7160034,0.2866,9.0,0.3897,32.0,0.5282,44.0,0.524,44.0,0.5931,50.0,0.4842,52.0,0.5594,30.0,0.5679,31.0
AGCO,50.0,,,98.86000061035156,7373176565.52124,0.2313,38.0,0.2456,49.0,0.3309,63.0,0.3277,57.0,0.3685,74.0,0.3235,76.0,0.2805,38.0,0.3687,64.0
AGEN,17.0,,,1.659999966621399,42265757.150137424,0.3577,19.0,0.5941,48.0,2.3004,98.0,1.5507,95.0,0.8799,82.0,0.8541,83.0,2.3004,97.0,1.5507,94.0
AGG,,,,98.16000366210938,,0.0358,51.0,0.0323,64.0,0.0389,44.0,0.0741,79.0,0.0515,77.0,0.0362,73.0,0.0221,10.0,0.0854,80.0
AGGY,,,,43.09000015258789,,0.0657,69.0,0.034,49.0,,,,,0.0537,21.0,0.0358,43.0,,,,
AGI,37.0,,,26.709999084472656,11229471662.452148,0.29,21.0,0.2606,12.0,0.3274,7.0,0.3392,8.0,0.3344,10.0,0.2813,3.0,0.3665,8.0,0.3836,8.0
AGIO,43.0,,,30.84000015258789,1767014816.7427063,0.5403,63.0,0.3967,30.0,0.5224,31.0,0.5761,45.0,0.6212,63.0,0.5413,60.0,0.7055,86.0,0.7313,90.0
AGL,31.0,,,4.610000133514404,1900716921.9283905,0.8005,87.0,0.5912,74.0,0.743,68.0,1.1616,99.0,1.0773,97.0,0.8995,100.0,0.7846,88.0,0.83,90.0
AGM,35.0,,,194.2899932861328,2034119084.7091675,0.1706,15.0,0.1609,5.0,0.204,2.0,0.2498,8.0,0.2796,22.0,0.2207,3.0,0.2484,6.0,0.3131,26.0
AGNC,60.0,,,9.760000228881836,8934928849.533081,0.1203,33.0,0.1844,64.0,0.1667,48.0,0.1873,41.0,0.1776,50.0,0.1687,52.0,0.2728,72.0,0.2111,23.0
AGNG,,,,31.360000610351562,,0.1187,44.0,0.0618,22.0,0.1404,,,,0.1249,48.0,0.1021,37.0,0.1404,,,
AGO,29.0,,,88.81999969482422,4435564200.759888,0.2051,38.0,0.1982,37.0,0.2284,27.0,0.2408,28.0,0.2606,44.0,0.1975,27.0,0.2711,37.0,0.2904,35.0
AGQ,,,,47.689998626708984,,0.586,70.0,0.2868,36.0,0.5866,65.0,0.7528,89.0,0.5454,54.0,0.34,46.0,0.5672,51.0,0.6375,53.0
AGRO,15.0,,,11.399999618530273,1140615561.832428,0.1614,13.0,0.2077,12.0,0.5729,85.0,1.1303,100.0,0.2863,21.0,0.2657,12.0,0.34,26.0,0.367,35.0
AGS,22.0,,,12.130000114440918,500878029.7255516,0.0225,3.0,0.0289,2.0,,,,,0.0489,3.0,0.0533,1.0,,,,
AGX,113.0,,,115.2300033569336,1622496062.2673035,0.6982,94.0,0.4429,89.0,0.7588,96.0,0.7923,96.0,0.6648,100.0,0.5844,100.0,0.6018,97.0,0.6449,99.0
AGYS,66.0,,,75.62000274658203,2147630764.0037537,0.3996,60.0,0.2942,26.0,0.4359,54.0,0.5253,76.0,0.568,79.0,0.4203,52.0,0.5469,84.0,0.5311,81.0
AGZ,,,,108.9000015258789,,0.0231,25.0,0.0212,41.0,,,0.1017,,0.0315,37.0,0.029,71.0,,,0.1017,
AHCO,31.0,,,10.640000343322754,1434985011.4229126,0.2606,11.0,0.3488,13.0,0.4256,5.0,0.4113,5.0,0.5576,25.0,0.4668,24.0,0.4529,9.0,0.4548,6.0
AHH,37.0,,,7.519999980926514,764964478.0597687,0.313,81.0,0.2882,80.0,,,0.2696,35.0,0.2744,77.0,0.2421,71.0,,,0.329,59.0
AHR,29.0,,,29.93000030517578,4715920258.64502,0.2741,55.0,0.2699,94.0,0.3383,,0.4005,,0.2892,57.0,0.3036,97.0,0.3495,,0.359,
AI,30.0,,,22.530000686645508,3056982962.92749,0.3684,60.0,0.3645,61.0,0.5731,57.0,0.5675,61.0,0.6801,77.0,0.6125,80.0,0.6494,67.0,0.6768,67.0
AIA,,,,74.62000274658203,,0.1096,10.0,0.0758,19.0,0.2157,56.0,0.2298,26.0,0.2377,65.0,0.1209,63.0,0.1631,35.0,0.2339,11.0
AIBU,,,,29.312000274658203,,0.6133,,0.314,,0.5599,,0.5566,,0.5287,,0.3496,,0.5181,,0.5647,
AIEQ,,,,37.65800094604492,,0.2052,49.0,0.1355,44.0,0.1897,30.0,0.2081,7.0,0.1844,43.0,0.1214,26.0,0.1885,42.0,0.2233,23.0
AIFU,,,,0.23999999463558197,14520671.675437689,1.2756,,1.4961,,,,,,1.3285,,1.2828,,,,,
AIG,45.0,,,84.41999816894531,50089170098.21484,0.0995,11.0,0.1616,31.0,0.2598,55.0,0.2119,36.0,0.2083,32.0,0.2024,45.0,0.2377,40.0,0.2993,54.0
AIN,30.0,,,71.9800033569336,2268680141.8045044,0.3434,72.0,0.2197,36.0,0.327,43.0,0.3842,60.0,0.3674,71.0,0.2898,65.0,0.2705,35.0,0.3274,60.0
AIOT,46.0,,,5.929999828338623,796381139.5063934,0.6002,,0.5437,,0.6999,,0.7717,,0.7756,,0.6814,,0.6971,,0.6981,
AIP,38.0,,,7.539999961853027,316529198.3985901,0.3563,12.0,0.3489,2.0,,,0.6643,34.0,0.6534,17.0,0.5894,12.0,,,0.6396,20.0
AIPI,,,,41.310001373291016,,0.3809,,0.1759,,0.269,,0.2149,,0.2339,,0.1697,,0.1327,,0.5893,
AIQ,,,,37.619998931884766,,0.218,48.0,0.1602,44.0,0.2274,48.0,0.2354,37.0,0.2134,44.0,0.1564,47.0,0.2413,55.0,0.253,43.0
AIR,80.0,,,68.3499984741211,2503250344.116211,0.2674,38.0,0.2542,33.0,0.4584,74.0,0.4624,74.0,0.3246,28.0,0.27,22.0,0.3015,15.0,0.3167,19.0
AIRG,234.0,,,3.9600000381469727,46813536.45095825,0.4477,55.0,0.5648,66.0,0.7231,71.0,0.6602,68.0,0.6614,82.0,0.6194,76.0,0.7231,85.0,0.6482,72.0
AIRR,,,,69.69000244140625,,0.2908,81.0,0.1807,63.0,0.2448,55.0,0.2526,50.0,0.2498,63.0,0.1882,62.0,0.2311,50.0,0.2486,41.0
AIRS,14.0,,,2.490000009536743,150536436.57655716,1.1642,91.0,0.9225,78.0,1.0118,78.0,,,0.9553,83.0,0.9697,100.0,0.8971,83.0,,
AISP,28.0,,,4.639999866485596,147337627.7604103,1.0394,,1.0928,,0.8647,,2.6334,,1.3234,,1.3295,,0.8533,,2.3998,
AIT,58.0,,,232.22000122070312,8911976652.84729,0.3714,82.0,0.2315,59.0,0.2919,52.0,0.2611,33.0,0.3223,72.0,0.2396,51.0,0.3086,64.0,0.3157,61.0
AIV,32.0,,,8.649999618530273,1228023145.8435059,0.1666,33.0,0.1807,39.0,0.3708,67.0,0.342,60.0,0.2279,52.0,0.2337,61.0,0.3318,64.0,0.3395,61.0
AIVC,,,,44.95000076293945,,0.2587,,0.0705,,0.2302,,0.2489,,0.2845,,0.176,,0.2966,,0.3092,
AIVI,,,,44.279998779296875,,0.0976,28.0,0.0352,25.0,,,0.171,,0.1276,57.0,0.0499,39.0,,,0.171,
AIVL,,,,110.44999694824219,,0.0921,27.0,0.0563,25.0,0.1148,25.0,0.1307,12.0,0.1124,28.0,0.0648,23.0,0.1041,18.0,0.1363,6.0
AIYY,,,,5.099999904632568,,0.2633,,0.2449,,0.2072,,0.6827,,0.611,,0.4702,,0.2072,,2.0149,
AIZ,45.0,,,211.52000427246094,10783628249.816895,0.2013,54.0,0.1914,56.0,0.2069,34.0,0.1879,18.0,0.2293,55.0,0.2034,54.0,0.2119,35.0,0.2309,30.0
AJG,57.0,,,341.0,87205637728.0,0.2063,71.0,0.1879,68.0,0.2032,54.0,0.1827,28.0,0.1992,64.0,0.1912,65.0,0.2192,66.0,0.2262,63.0
AKAM,36.0,,,81.55999755859375,12259935713.012695,0.1782,22.0,0.1716,19.0,0.2442,24.0,0.3191,44.0,0.4874,73.0,0.2775,52.0,0.343,42.0,0.387,57.0
AKBA,15.0,,,1.9299999475479126,512054060.64377975,2.2074,99.0,0.9914,88.0,0.8481,43.0,0.8072,40.0,0.8799,69.0,0.6312,34.0,0.7902,28.0,0.8072,33.0
AKR,45.0,,,21.1200008392334,2763805549.823761,0.2182,57.0,0.189,43.0,0.3828,62.0,,,0.229,51.0,0.2222,54.0,0.3828,69.0,,
AKRO,28.0,,,43.58000183105469,3626143780.355835,0.3533,21.0,0.444,21.0,0.4492,6.0,0.4375,5.0,1.1022,72.0,0.5399,23.0,0.5198,4.0,0.5418,7.0
AKYA,11.0,,,1.4900000095367432,74226436.47508621,0.7014,57.0,0.748,53.0,,,,,0.8583,85.0,0.8483,90.0,,,,
AL,43.0,,,49.08000183105469,5485131924.636841,0.3386,73.0,0.2753,65.0,0.3462,63.0,0.3127,49.0,0.297,57.0,0.2607,56.0,0.3447,69.0,0.3753,76.0
ALAB,46.0,,,62.790000915527344,10856202285.971924,0.69,,0.5603,,0.7463,,0.7523,,0.9776,,0.7097,,0.7129,,0.7329,
ALB,44.0,,,74.75,8902650250.0,0.2645,45.0,0.3275,69.0,0.5044,89.0,0.4776,85.0,0.4719,76.0,0.4112,83.0,0.4298,79.0,0.5153,93.0
