percentiles,hv10,hv120,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv20,phv30,phv60,phv90
10,0.1607529999999999,0.283694,0.208614,0.2328599999999999,0.2567,0.267329,0.303654,0.338718,0.3348,0.3368,0.3383359999999999,0.3045,0.338718,0.3072,0.338718,0.317254,0.338718,0.330018,0.312119,0.3449379999999999,0.339119,0.3428,0.3444,0.312419,0.3449379999999999,0.314,0.3449379999999999,0.323219,0.3449379999999999,0.3349189999999999,0.310241,0.3502,0.3443,0.347,0.348541,0.3107229999999999,0.3502,0.3129,0.3502,0.3247,0.3502,0.338141,0.221858,0.2946,0.241368,0.259191,0.273471,0.28764
11,0.166768,0.286716,0.212244,0.23516,0.2594399999999999,0.269268,0.306,0.340656,0.3365,0.338712,0.3405,0.306556,0.340656,0.309368,0.340656,0.3199,0.340656,0.332056,0.3138,0.348348,0.341548,0.344248,0.346648,0.313748,0.348348,0.3158,0.348348,0.325696,0.348348,0.3365,0.3123,0.351672,0.346272,0.349,0.350472,0.3125,0.351672,0.3143,0.351672,0.327,0.351672,0.3399,0.2245,0.2959279999999999,0.2443,0.261688,0.276632,0.2894
12,0.172171,0.289068,0.2173,0.23824,0.2636,0.2718,0.3078,0.343082,0.33957,0.341494,0.3425,0.3091759999999999,0.343082,0.311382,0.343082,0.321688,0.343082,0.3338,0.315777,0.3498,0.3436,0.345554,0.3485,0.315877,0.3498,0.316977,0.3498,0.3276,0.3498,0.338054,0.314003,0.353406,0.348203,0.3505,0.352106,0.314203,0.353406,0.316009,0.353406,0.329603,0.353406,0.3416,0.227214,0.2972,0.246832,0.263106,0.2793,0.29184
13,0.1755,0.291308,0.221872,0.23994,0.26574,0.275046,0.309932,0.344632,0.341428,0.3433319999999999,0.3443319999999999,0.3108,0.344632,0.3124,0.344632,0.323632,0.344632,0.3359,0.3174,0.351106,0.346624,0.347724,0.350212,0.317606,0.351106,0.318806,0.351106,0.329106,0.351106,0.3402,0.315534,0.3547,0.349234,0.3521,0.3539,0.316334,0.3547,0.318234,0.3547,0.331,0.3547,0.3437,0.2299,0.2984,0.248696,0.2654,0.281862,0.2933
14,0.1802,0.2929,0.2256,0.2427,0.2687,0.28097,0.3115,0.34584,0.3435,0.3452,0.34587,0.3121,0.34584,0.31474,0.34584,0.32561,0.34584,0.33767,0.318535,0.3527,0.34867,0.3504,0.351735,0.3186699999999999,0.3527,0.320135,0.3527,0.331135,0.3527,0.342835,0.31773,0.3552,0.3502,0.3532,0.355,0.3187299999999999,0.3552,0.3205,0.3552,0.3326,0.3552,0.3451,0.2329699999999999,0.2996,0.25204,0.26706,0.2835,0.2942
15,0.184424,0.2945879999999999,0.23056,0.24528,0.27112,0.2850959999999999,0.3133,0.347,0.3452,0.3467,0.347108,0.314308,0.347,0.316808,0.347,0.3275,0.347,0.3392,0.3201,0.3534,0.350564,0.351864,0.353064,0.320264,0.3534,0.320964,0.3534,0.333256,0.3534,0.344864,0.3194,0.356292,0.352396,0.354096,0.3557,0.3201,0.356292,0.3219,0.356292,0.3346,0.356292,0.3463,0.2359,0.301108,0.255016,0.268796,0.2851,0.2949
16,0.189991,0.296006,0.2347,0.24806,0.27392,0.289389,0.315238,0.3483,0.346046,0.348192,0.348,0.316646,0.3483,0.318146,0.3483,0.3295,0.3483,0.340746,0.321386,0.354372,0.352093,0.353286,0.354,0.321493,0.354372,0.322993,0.354372,0.3355,0.354372,0.3464,0.321027,0.357354,0.3535,0.3555,0.356727,0.321427,0.357354,0.3242,0.357354,0.3367,0.357354,0.347927,0.237626,0.303023,0.257996,0.2702,0.286037,0.2960799999999999
17,0.1943,0.298672,0.2382,0.25248,0.2763799999999999,0.291402,0.317284,0.349684,0.347268,0.349,0.349784,0.317984,0.349684,0.3196,0.349684,0.3311,0.349684,0.3423,0.3236,0.355122,0.3531,0.3548,0.3554,0.3236,0.355122,0.325,0.355122,0.337422,0.355122,0.347622,0.322758,0.358616,0.354958,0.356458,0.3579,0.3232,0.358616,0.3262,0.358616,0.3386,0.358616,0.3493739999999999,0.240002,0.305242,0.2602839999999999,0.271616,0.286998,0.2971
18,0.1972,0.301,0.2409,0.25582,0.27854,0.294023,0.3187,0.3506,0.3482,0.350022,0.3508,0.319744,0.3506,0.321322,0.3506,0.3338,0.3506,0.343622,0.324851,0.356651,0.3544509999999999,0.356,0.3568,0.325051,0.356651,0.3267509999999999,0.356651,0.339,0.356651,0.3486,0.3245,0.3596,0.356289,0.358089,0.3591,0.3257779999999999,0.3596,0.328289,0.3596,0.3399,0.3596,0.3506,0.242182,0.3072,0.262572,0.2734,0.2882,0.29816
19,0.20062,0.30262,0.2443,0.2585,0.2798,0.2964,0.32046,0.3514,0.3496,0.3513,0.3516,0.32156,0.3514,0.3234,0.3514,0.33556,0.3514,0.3451,0.3267,0.3574,0.3556,0.35718,0.35768,0.3271,0.3574,0.32902,0.3574,0.3401,0.3574,0.3504,0.32732,0.36092,0.3574,0.35932,0.36072,0.3277,0.36092,0.33052,0.36092,0.34162,0.36092,0.3522,0.2442,0.308,0.2644,0.275,0.28912,0.2994
20,0.204669,0.303678,0.246754,0.26034,0.2814,0.3017,0.3226,0.3521,0.350898,0.3522,0.3524,0.3236,0.3521,0.325098,0.3521,0.3367,0.3521,0.346594,0.328218,0.3581,0.356409,0.3586,0.3583,0.330218,0.3581,0.3314089999999999,0.3581,0.341618,0.3581,0.3519089999999999,0.3288,0.3622,0.358602,0.3609,0.3623,0.329153,0.3622,0.332151,0.3622,0.3433509999999999,0.3622,0.3534509999999999,0.2465,0.309399,0.2668,0.277402,0.290281,0.30114
21,0.2095739999999999,0.3047,0.2496,0.2644,0.28332,0.304358,0.324336,0.353036,0.3524359999999999,0.353636,0.3533,0.325472,0.353036,0.3277359999999999,0.353036,0.338436,0.353036,0.3479,0.3313,0.3595,0.357438,0.3594,0.3595,0.332438,0.3595,0.3333379999999999,0.3595,0.343138,0.3595,0.3528,0.331182,0.3630819999999999,0.360182,0.3620819999999999,0.363182,0.3314,0.3630819999999999,0.333982,0.3630819999999999,0.3449,0.3630819999999999,0.354964,0.2498,0.311318,0.2687,0.278982,0.2918,0.3026
22,0.213947,0.3061,0.252503,0.26738,0.28626,0.307797,0.326874,0.3541,0.353574,0.355374,0.3542,0.3273,0.3541,0.329274,0.3541,0.340496,0.3541,0.3488,0.3332,0.360467,0.358634,0.360367,0.360767,0.3338669999999999,0.360467,0.3352,0.360467,0.344167,0.360467,0.354,0.3331,0.364313,0.3615,0.3633,0.364213,0.3333129999999999,0.364313,0.337313,0.364313,0.3467,0.364313,0.3566129999999999,0.251747,0.312337,0.271,0.2814,0.293,0.3044
23,0.2182439999999999,0.307232,0.2552,0.27074,0.29034,0.3111,0.3285,0.3552,0.354724,0.3561,0.3557,0.329312,0.3552,0.331012,0.3552,0.3418,0.3552,0.349912,0.3351,0.3616,0.3596,0.3614,0.3616,0.335792,0.3616,0.3371,0.3616,0.3457,0.3616,0.3552,0.3355,0.3653,0.362944,0.364144,0.3653,0.336532,0.3653,0.338844,0.3653,0.347944,0.3653,0.3577,0.2537,0.3136,0.2725,0.282688,0.294128,0.30566
24,0.2225,0.30905,0.2581,0.2737,0.2928,0.313575,0.3305,0.3565,0.3563,0.35725,0.35685,0.3309,0.3565,0.3336,0.3565,0.3435,0.3565,0.3517,0.337025,0.362225,0.361,0.3624,0.362525,0.337325,0.362225,0.3389,0.362225,0.347,0.362225,0.3566499999999999,0.33825,0.3665,0.364475,0.365975,0.3665,0.338575,0.3665,0.340075,0.3665,0.3499,0.3665,0.359,0.2557,0.3148,0.2746,0.2851,0.2956,0.3072
25,0.225814,0.312636,0.2604,0.27636,0.29466,0.3149,0.332488,0.357888,0.357788,0.3586,0.3582,0.333688,0.357888,0.336,0.357888,0.3449,0.357888,0.3531,0.338854,0.3632,0.362054,0.3632,0.3634,0.338854,0.3632,0.3403,0.3632,0.3486,0.3632,0.3578,0.339806,0.3679,0.365906,0.3672,0.3678,0.340118,0.3679,0.342606,0.3679,0.352006,0.3679,0.3614,0.2577,0.3159,0.2764,0.2871,0.2969859999999999,0.30884
26,0.231109,0.316386,0.262298,0.27906,0.29786,0.3164,0.33503,0.3592,0.3593,0.359452,0.359326,0.335626,0.3592,0.3393259999999999,0.3592,0.3472,0.3592,0.35443,0.340583,0.3644,0.363583,0.364566,0.364383,0.340483,0.3644,0.342883,0.3644,0.350666,0.3644,0.358683,0.3427,0.369037,0.367337,0.368437,0.368774,0.342848,0.369037,0.344737,0.369037,0.3539,0.369037,0.363037,0.260109,0.317113,0.2782,0.288287,0.298694,0.3114
27,0.235292,0.322604,0.264372,0.2821,0.3012,0.318,0.337664,0.360028,0.3605,0.3606,0.3603,0.338664,0.360028,0.3417,0.360028,0.348992,0.360028,0.356164,0.343,0.365324,0.3648,0.3657,0.3656,0.343048,0.365324,0.345812,0.365324,0.352824,0.365324,0.3602,0.344704,0.369968,0.3681,0.3698,0.369868,0.345168,0.369968,0.3466,0.369968,0.355836,0.369968,0.364768,0.2622919999999999,0.319864,0.2795,0.2906,0.301608,0.314
28,0.2391,0.325822,0.266523,0.28302,0.30304,0.319731,0.340704,0.3613,0.3619,0.361602,0.3616,0.3411,0.3613,0.343402,0.3613,0.350902,0.3613,0.357502,0.3458,0.3662,0.366,0.366741,0.366841,0.346141,0.3662,0.349141,0.3662,0.3546,0.3662,0.361141,0.347595,0.370999,0.369798,0.3707,0.370999,0.348499,0.370999,0.349898,0.370999,0.357698,0.370999,0.365799,0.264281,0.321951,0.281352,0.292049,0.3041,0.31536
29,0.24187,0.32854,0.269,0.2851,0.3055,0.321,0.34284,0.3625,0.3627,0.36262,0.36284,0.34308,0.3625,0.34548,0.3625,0.3527,0.3625,0.35878,0.349,0.36844,0.3676,0.3681,0.3685,0.3486499999999999,0.36844,0.3512099999999999,0.36844,0.3568699999999999,0.36844,0.36264,0.35092,0.372,0.3711299999999999,0.3718,0.3717,0.35166,0.372,0.35226,0.372,0.3596,0.372,0.3668,0.26674,0.3230699999999999,0.2831,0.2932,0.30706,0.3177
30,0.245159,0.3307,0.272194,0.2873799999999999,0.30886,0.3219,0.3449,0.3639779999999999,0.364778,0.3639,0.363878,0.3456,0.3639779999999999,0.3479,0.3639779999999999,0.3545,0.3639779999999999,0.360134,0.351099,0.370098,0.3688,0.3691,0.3701,0.351696,0.370098,0.354297,0.370098,0.359599,0.370098,0.364699,0.3535,0.372761,0.3722,0.372961,0.3727,0.3543,0.372761,0.356222,0.372761,0.362383,0.372761,0.3684,0.2688,0.324367,0.285028,0.2947,0.309,0.3194
31,0.248044,0.332976,0.2743,0.28972,0.31316,0.323148,0.347732,0.365716,0.3657,0.364716,0.365316,0.348,0.365716,0.3508,0.365716,0.356132,0.365716,0.362,0.353856,0.370984,0.3705279999999999,0.3704,0.3712,0.354656,0.370984,0.3571839999999999,0.370984,0.361628,0.370984,0.366456,0.357192,0.374292,0.3733,0.374492,0.3744,0.3576,0.374292,0.358792,0.374292,0.363692,0.374292,0.37,0.270696,0.326124,0.286416,0.2960839999999999,0.3103,0.3209
32,0.250837,0.335882,0.277455,0.29234,0.31728,0.326487,0.349508,0.3669,0.367,0.366454,0.3668,0.350416,0.3669,0.352854,0.3669,0.358408,0.3669,0.363,0.357157,0.372814,0.371757,0.371914,0.372357,0.357814,0.372814,0.359571,0.372814,0.363914,0.372814,0.3684,0.360323,0.375369,0.375046,0.375623,0.3757,0.360323,0.375369,0.3608,0.375369,0.365823,0.375369,0.371023,0.272537,0.3278,0.2888,0.2973,0.312013,0.32232
33,0.253026,0.338012,0.279658,0.29442,0.31998,0.32993,0.352,0.3684,0.3678,0.3678,0.3681,0.352092,0.3684,0.3546,0.3684,0.3605919999999999,0.3684,0.364192,0.360472,0.374172,0.3732,0.373386,0.3736,0.3615,0.374172,0.362386,0.374172,0.365972,0.374172,0.3706,0.362354,0.376954,0.376754,0.3765,0.3769,0.3622,0.376954,0.3637,0.376954,0.367454,0.376954,0.372416,0.274752,0.3293,0.290692,0.298754,0.314074,0.32502
34,0.255615,0.34023,0.28169,0.2965,0.3241,0.333965,0.35396,0.3695,0.3695,0.36863,0.36933,0.35413,0.3695,0.35633,0.3695,0.36186,0.3695,0.3655,0.36323,0.3752,0.374415,0.3746,0.3744,0.3639,0.3752,0.3641749999999999,0.3752,0.3674,0.3752,0.3719,0.36477,0.3786,0.3778,0.3779,0.378185,0.365085,0.3786,0.365785,0.3786,0.369385,0.3786,0.3741,0.2773299999999999,0.3307299999999999,0.2927,0.300435,0.3166049999999999,0.3268
35,0.258504,0.3425,0.2842639999999999,0.2992599999999999,0.32726,0.336508,0.3563,0.370968,0.3704,0.37,0.3705,0.356368,0.370968,0.3589,0.370968,0.363468,0.370968,0.367068,0.366344,0.377,0.375844,0.3758,0.3755759999999999,0.366988,0.377,0.366544,0.377,0.3692879999999999,0.377,0.3732,0.367448,0.3798,0.379016,0.379516,0.379516,0.3677,0.3798,0.369516,0.3798,0.3716319999999999,0.3798,0.376216,0.279204,0.3321,0.2942,0.301516,0.3192799999999999,0.32904
36,0.261865,0.345666,0.2861,0.3018,0.33052,0.3394,0.359106,0.3723,0.3714,0.371006,0.372,0.358806,0.3723,0.361512,0.3723,0.3647,0.3723,0.368906,0.3683,0.3788,0.3771,0.377373,0.377973,0.368573,0.3788,0.368146,0.3788,0.3712,0.3788,0.3752,0.369841,0.381,0.3803,0.380247,0.3808,0.370894,0.381,0.371541,0.381,0.3735,0.381,0.3774,0.281093,0.3329,0.2964,0.303194,0.321571,0.3308
37,0.2645,0.3473839999999999,0.2883,0.30336,0.3327,0.344264,0.3617,0.3734,0.372732,0.3724,0.373,0.3622,0.3734,0.3633,0.3734,0.3668,0.3734,0.370732,0.371802,0.3808,0.3786,0.3783,0.379502,0.3711,0.3808,0.371802,0.3808,0.3732,0.3808,0.3767,0.371878,0.3822779999999999,0.381556,0.381378,0.3822779999999999,0.3724,0.3822779999999999,0.373878,0.3822779999999999,0.374978,0.3822779999999999,0.378878,0.283164,0.334422,0.298488,0.304756,0.324018,0.33262
38,0.267742,0.3494,0.290693,0.3057,0.3343399999999999,0.3476,0.364264,0.374782,0.3741,0.3740819999999999,0.3746,0.364382,0.374782,0.3659,0.374782,0.3688,0.374782,0.372064,0.3741,0.381931,0.379862,0.3796,0.381731,0.373724,0.381931,0.374531,0.381931,0.375131,0.381931,0.3782,0.374509,0.383409,0.383109,0.3825,0.3833,0.376,0.383409,0.376,0.383409,0.3767089999999999,0.383409,0.3807089999999999,0.285142,0.3351,0.3010319999999999,0.306359,0.326879,0.33422
39,0.2705,0.35084,0.29386,0.3084,0.3363,0.35086,0.36742,0.37622,0.37504,0.37582,0.37672,0.36772,0.37622,0.3678,0.37622,0.371,0.37622,0.3737,0.37608,0.38316,0.381,0.3816,0.38276,0.37526,0.38316,0.37646,0.38316,0.37696,0.38316,0.3793,0.37744,0.3852399999999999,0.38394,0.38384,0.38494,0.37814,0.3852399999999999,0.3778,0.3852399999999999,0.3791,0.3852399999999999,0.38204,0.28752,0.3358,0.3027,0.3077,0.3293,0.3359
40,0.2737489999999999,0.353638,0.296367,0.3108599999999999,0.3387,0.352595,0.369958,0.378458,0.376358,0.377216,0.378316,0.3699159999999999,0.378458,0.3699739999999999,0.378458,0.372558,0.378458,0.3751159999999999,0.378189,0.384856,0.382089,0.383489,0.384489,0.377289,0.384856,0.378489,0.384856,0.379089,0.384856,0.3804,0.380671,0.387171,0.385,0.385571,0.386871,0.380942,0.387171,0.3806549999999999,0.387171,0.3817,0.387171,0.383571,0.2898,0.336479,0.304108,0.309021,0.3318009999999999,0.33714
41,0.276338,0.356412,0.299554,0.31292,0.3417199999999999,0.3551,0.372296,0.3802,0.377792,0.378788,0.38,0.372492,0.3802,0.372596,0.3802,0.374096,0.3802,0.376296,0.3796,0.386,0.383218,0.384918,0.386,0.3795,0.386,0.380218,0.386,0.380818,0.386,0.3816,0.382602,0.3895,0.386002,0.3874,0.3891,0.3834,0.3895,0.382802,0.3895,0.383702,0.3895,0.385002,0.2917,0.3371,0.306396,0.312102,0.3339,0.3389
42,0.2794,0.359422,0.301841,0.315,0.3449799999999999,0.3572,0.374734,0.381868,0.379,0.3799,0.381434,0.3746,0.381868,0.3746339999999999,0.381868,0.376,0.381868,0.377568,0.381294,0.3873,0.3853,0.386247,0.3874,0.3807,0.3873,0.3826,0.3873,0.382794,0.3873,0.3828,0.384333,0.391399,0.387933,0.3887,0.3902,0.3853,0.391399,0.385333,0.391399,0.385666,0.391399,0.386033,0.2945,0.3378,0.3083,0.315283,0.335223,0.34012
43,0.2824,0.364444,0.3045,0.31792,0.34778,0.359516,0.377972,0.3832,0.3801,0.3814,0.383572,0.377444,0.3832,0.377844,0.3832,0.377972,0.3832,0.379244,0.3837,0.3891,0.3861,0.3874,0.388752,0.382976,0.3891,0.3847279999999999,0.3891,0.385928,0.3891,0.3844,0.3861,0.3928,0.389164,0.390564,0.3918,0.3873,0.3928,0.387864,0.3928,0.387664,0.3928,0.3871,0.297,0.3386,0.310872,0.318164,0.336584,0.3417
44,0.286005,0.3711,0.3067299999999999,0.3205,0.3504,0.361555,0.3797,0.3844,0.3816,0.38272,0.38441,0.3797,0.3844,0.3797,0.3844,0.3801,0.3844,0.38041,0.386805,0.39061,0.3873,0.389105,0.390105,0.3858,0.39061,0.3868,0.39061,0.3872,0.39061,0.385805,0.388695,0.394795,0.390495,0.3922,0.393395,0.389695,0.394795,0.389995,0.394795,0.3894,0.394795,0.388595,0.29891,0.339655,0.31236,0.320535,0.338245,0.3432
45,0.288888,0.373228,0.309004,0.32298,0.35226,0.363676,0.381696,0.3859,0.383196,0.3844,0.3859,0.3818,0.3859,0.382048,0.3859,0.3814,0.3859,0.3817,0.389834,0.392934,0.3886,0.390534,0.392068,0.3887339999999999,0.392934,0.389434,0.392934,0.388934,0.392934,0.3874,0.3912259999999999,0.3968259999999999,0.392026,0.393526,0.395152,0.392,0.3968259999999999,0.391652,0.3968259999999999,0.390926,0.3968259999999999,0.390126,0.300694,0.341174,0.314348,0.323852,0.3393,0.3451200000000001
46,0.292332,0.3766,0.312089,0.32598,0.35494,0.365832,0.383086,0.387086,0.384686,0.3861,0.3872,0.3831859999999999,0.387086,0.3835579999999999,0.387086,0.382872,0.387086,0.382886,0.3924,0.3944,0.3902,0.392163,0.3939,0.391426,0.3944,0.390863,0.3944,0.391,0.3944,0.3882629999999999,0.3936,0.397957,0.3937569999999999,0.3953,0.3968569999999999,0.3941419999999999,0.397957,0.394457,0.397957,0.392657,0.397957,0.392457,0.3030659999999999,0.3429,0.315972,0.325407,0.340667,0.34736
47,0.2971,0.3786,0.314976,0.33034,0.3580799999999999,0.368772,0.38532,0.389224,0.3865,0.3881,0.3893,0.386248,0.389224,0.3867,0.389224,0.384424,0.389224,0.384424,0.395,0.396684,0.3916,0.393592,0.3954,0.3945519999999999,0.396684,0.3936,0.396684,0.3922,0.396684,0.3897919999999999,0.396664,0.399588,0.395788,0.396588,0.398476,0.396976,0.399588,0.396788,0.399588,0.394488,0.399588,0.393588,0.30566,0.3442,0.318,0.3273,0.342712,0.3495
48,0.300261,0.3817819999999999,0.317689,0.3337,0.36002,0.371555,0.389224,0.391362,0.3887,0.3898,0.391224,0.388986,0.391362,0.3889,0.391362,0.387024,0.391362,0.385824,0.397363,0.3984,0.3933,0.395542,0.397121,0.3976,0.3984,0.396384,0.3984,0.394121,0.3984,0.390842,0.399038,0.4009189999999999,0.3973,0.398619,0.4,0.3995,0.4009189999999999,0.3993,0.4009189999999999,0.396057,0.4009189999999999,0.3951,0.307961,0.3451,0.320112,0.3292,0.3458,0.35116
49,0.30445,0.3839,0.32035,0.3361,0.3638,0.37365,0.3913,0.393,0.3903,0.3917,0.3925,0.3911,0.393,0.3907,0.393,0.3885,0.393,0.3873,0.4009,0.4,0.3953,0.3973,0.39855,0.4001,0.4,0.3993,0.4,0.3954499999999999,0.4,0.39235,0.40235,0.4024999999999999,0.3985,0.4003,0.4017,0.40245,0.4024999999999999,0.4017,0.4024999999999999,0.39735,0.4024999999999999,0.3972,0.3106,0.3460499999999999,0.3222,0.3315,0.34835,0.3529
50,0.307339,0.385818,0.3236,0.33898,0.36632,0.3762670000000001,0.394038,0.394638,0.391538,0.3935,0.393676,0.3939,0.394638,0.393976,0.394638,0.389838,0.394638,0.389076,0.403379,0.401179,0.397479,0.3984,0.400079,0.402516,0.401179,0.401579,0.401179,0.396579,0.401179,0.394,0.404981,0.403681,0.4006,0.4015,0.403143,0.405081,0.403681,0.404381,0.403681,0.3988,0.403681,0.398881,0.313939,0.347069,0.324964,0.333931,0.351555,0.35464
51,0.3101839999999999,0.388208,0.327472,0.3414,0.368,0.3782,0.397352,0.3964,0.3928,0.394576,0.3954,0.39698,0.3964,0.397028,0.3964,0.3912759999999999,0.3964,0.391076,0.405008,0.4024,0.399,0.400108,0.401516,0.404208,0.4024,0.403908,0.4024,0.397508,0.4024,0.3956,0.406836,0.405024,0.402212,0.403136,0.4046,0.4071,0.405024,0.4065,0.405024,0.400224,0.405024,0.4001,0.3166279999999999,0.348276,0.327528,0.3377,0.3536,0.35718
52,0.3137,0.3898,0.33,0.34438,0.37028,0.3813,0.4003,0.397328,0.395028,0.395914,0.397514,0.399714,0.397328,0.3998,0.397328,0.3930700000000001,0.397328,0.392414,0.4071,0.4034,0.400837,0.400937,0.4025,0.405911,0.4034,0.405337,0.4034,0.399137,0.4034,0.397737,0.409243,0.4065,0.403943,0.4046,0.4057,0.409243,0.4065,0.408243,0.4065,0.4019,0.4065,0.4021,0.3203169999999999,0.349,0.330328,0.3394,0.3552,0.35912
