percentiles,hv10,hv20,hv30,hv60,phv10,phv20,phv30,phv60
25,0.340964,0.416252,0.42159,0.525138,0.386832,0.407714,0.4177,0.45992
26,0.348321,0.4202,0.429891,0.529953,0.395407,0.4121,0.424155,0.464356
27,0.354,0.425764,0.437592,0.536064,0.402084,0.4171,0.429424,0.471584
28,0.363856,0.429702,0.445571,0.542531,0.4083779999999999,0.4215549999999999,0.4349,0.475812
29,0.36896,0.4335199999999999,0.4582199999999999,0.55099,0.41226,0.4250699999999999,0.4431799999999999,0.4782
30,0.376542,0.439312,0.4656,0.556203,0.419871,0.429309,0.447292,0.482268
31,0.38256,0.4464,0.475568,0.5588,0.423012,0.4339,0.45348,0.4882
32,0.3951,0.453608,0.486789,0.562929,0.428653,0.438287,0.46699,0.4906
33,0.4069939999999999,0.460068,0.494422,0.567126,0.432594,0.442678,0.472944,0.4939
34,0.4134049999999999,0.46785,0.5037849999999999,0.570855,0.43687,0.451365,0.478765,0.49899
35,0.4200759999999999,0.473304,0.510016,0.5760679999999999,0.441952,0.4574159999999999,0.4866,0.502608
36,0.426017,0.479806,0.514889,0.5797,0.4473,0.4648009999999999,0.493742,0.506018
37,0.430874,0.484688,0.522262,0.5843,0.451158,0.472564,0.4992,0.51
38,0.438587,0.490246,0.5297090000000001,0.588898,0.455399,0.481463,0.507296,0.5124
39,0.44772,0.49652,0.5374800000000001,0.59622,0.46148,0.49032,0.51552,0.51784
40,0.459005,0.5061319999999999,0.544,0.6032329999999999,0.465081,0.4982959999999999,0.5205529999999999,0.52457
41,0.4671,0.512684,0.553172,0.610946,0.472444,0.507652,0.5299,0.530056
42,0.4763259999999999,0.519268,0.564376,0.621654,0.478667,0.514377,0.5337759999999999,0.5426099999999999
43,0.487412,0.52586,0.574132,0.626644,0.4842,0.523416,0.5405,0.551592
44,0.49428,0.53855,0.582465,0.6364,0.48808,0.5294400000000001,0.5447,0.55803
45,0.504144,0.5461480000000001,0.5993360000000001,0.6414,0.495558,0.5338,0.550836,0.562844
46,0.511227,0.551486,0.607751,0.652488,0.498962,0.542666,0.5590510000000001,0.5656
47,0.51954,0.561724,0.618084,0.66222,0.503672,0.5472319999999999,0.5659359999999999,0.569272
48,0.5264,0.569748,0.626117,0.6686369999999999,0.512,0.5545,0.573885,0.5721160000000001
49,0.53215,0.5764,0.63465,0.6721,0.518,0.5574,0.5789,0.577
50,0.5413640000000001,0.586938,0.642849,0.676489,0.5260190000000001,0.563867,0.584015,0.581128
51,0.5507639999999999,0.597664,0.6490640000000001,0.6807759999999999,0.532332,0.571384,0.5878,0.5842280000000001
52,0.5595,0.609256,0.653798,0.6839670000000001,0.539673,0.578601,0.591849,0.5887
53,0.56767,0.619408,0.6617820000000001,0.6906,0.5461980000000001,0.5857,0.5957640000000001,0.594156
54,0.572655,0.6268900000000001,0.665845,0.697215,0.5550200000000001,0.590545,0.598915,0.59707
55,0.5790919999999999,0.6337960000000001,0.674836,0.7052,0.5619,0.5948680000000001,0.602,0.599884
56,0.590574,0.640866,0.6845,0.7099,0.570748,0.602645,0.6080670000000001,0.603392
57,0.5970559999999999,0.648504,0.6912,0.7133619999999999,0.577712,0.6119959999999999,0.617898,0.608624
58,0.6067089999999998,0.655142,0.6982470000000001,0.7165,0.584519,0.618903,0.6228290000000001,0.6121
59,0.61544,0.66906,0.7089599999999999,0.72246,0.5940799999999999,0.62588,0.62988,0.6150399999999999
60,0.6211,0.6761720000000001,0.723065,0.726493,0.604005,0.631779,0.6353779999999999,0.619254
61,0.630042,0.687168,0.73293,0.731918,0.6132839999999999,0.640854,0.642038,0.6258360000000001
62,0.6374489999999999,0.699782,0.742516,0.7415,0.6259809999999999,0.647757,0.649079,0.6396379999999999
63,0.6497240000000001,0.71892,0.755348,0.75002,0.6357480000000001,0.655896,0.6559840000000001,0.646992
64,0.6637649999999999,0.72824,0.764425,0.7593,0.6476500000000001,0.66167,0.6641,0.6532100000000001
65,0.6740600000000002,0.740908,0.773924,0.7654,0.6598240000000001,0.668496,0.668678,0.660572
66,0.687347,0.757392,0.7841440000000001,0.7697,0.666347,0.675413,0.674622,0.6693140000000001
67,0.6975200000000001,0.770284,0.792344,0.7751520000000001,0.6765440000000001,0.6816,0.681176,0.6733560000000001
68,0.705858,0.792766,0.804024,0.786094,0.687029,0.6853,0.6920850000000001,0.6815979999999999
69,0.7248999999999998,0.8067599999999999,0.8148299999999998,0.8105899999999998,0.6973199999999999,0.69253,0.6990099999999999,0.69022
70,0.739844,0.81789,0.8241430000000001,0.826099,0.7130329999999999,0.7020379999999999,0.7051,0.7015339999999998
71,0.7548,0.8286159999999999,0.8350759999999999,0.840836,0.7187,0.710916,0.708828,0.728508
72,0.7726830000000002,0.85034,0.844618,0.872594,0.725258,0.719482,0.7189,0.746386
73,0.7889819999999999,0.8688039999999998,0.8544140000000001,0.884972,0.739634,0.729458,0.729984,0.759508
74,0.8044,0.89365,0.86435,0.905475,0.751725,0.748,0.7419,0.7839
75,0.829228,0.9043360000000004,0.8799319999999999,0.9278,0.7627640000000001,0.7620040000000001,0.757124,0.7996240000000001
76,0.851428,0.919734,0.901246,0.937707,0.7739,0.7715059999999999,0.7826690000000001,0.8127899999999999
77,0.877288,0.930456,0.92204,0.943528,0.7902980000000001,0.78481,0.797018,0.833884
78,0.897078,0.953222,0.9449610000000004,0.955913,0.814156,0.8060720000000002,0.8214210000000001,0.8475300000000001
79,0.9152400000000002,0.9674,0.9585,0.96698,0.8323000000000003,0.83584,0.8598000000000006,0.85594
80,0.938184,0.987812,0.978146,0.978712,0.845026,0.8594590000000001,0.886073,0.865
81,0.9668199999999992,1.005928,1.030084,0.9907,0.8731819999999999,0.8856799999999998,0.903242,0.873696
82,0.9903819999999998,1.020562,1.071634,1.01009,0.8994179999999999,0.9241249999999998,0.9187459999999998,0.890048
83,1.012032,1.041692,1.08986,1.0309799999999996,0.919264,0.952232,0.939672,0.906704
84,1.04958,1.0712199999999996,1.1073799999999998,1.047135,0.940825,0.98769,0.971135,0.91978
85,1.0891039999999998,1.1078,1.1221799999999995,1.069334,0.96923,1.016208,0.995728,0.930304
86,1.114568,1.133166,1.143271,1.104441,0.997734,1.0517390000000002,1.0248690000000005,1.0030580000000002
87,1.146308,1.159932,1.15942,1.130844,1.046404,1.0833199999999998,1.055552,1.04572
88,1.181892,1.20562,1.181074,1.143712,1.089345,1.127284,1.0830210000000005,1.071986
89,1.2285700000000004,1.23894,1.2025,1.1521,1.13423,1.1484200000000002,1.1304900000000002,1.123340000000001
90,1.2726150000000012,1.2848600000000003,1.236654,1.161366,1.179248,1.17598,1.186351,1.201596
91,1.306604,1.3136880000000002,1.273536,1.1870760000000002,1.225148,1.205152,1.2204040000000005,1.2302000000000004
92,1.367701000000001,1.3289780000000002,1.290828,1.2141160000000004,1.2766160000000004,1.221427,1.240145,1.2992180000000002
93,1.438208,1.3622799999999995,1.3125719999999998,1.244722,1.3155979999999998,1.2505639999999998,1.269828,1.3784479999999997
94,1.5443999999999982,1.41949,1.3397549999999998,1.280715,1.3739649999999983,1.30198,1.3079649999999996,1.40187
95,1.636232,1.466832,1.3953399999999998,1.2992,1.442024,1.3435439999999996,1.436891999999997,1.421332
96,1.732888,1.561974,1.4199,1.329654,1.492401,1.5006089999999996,1.511057,1.45328
97,1.868168,1.6001880000000002,1.447634,1.36604,1.6017120000000002,1.6792640000000003,1.570876,1.5373
98,2.157292999999998,1.675762,1.5254140000000005,1.4018789999999997,1.9204689999999969,1.744538999999999,1.787126000000013,1.730986
