percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
10,0.081802,0.1575,0.167401,0.168802,0.1052049999999999,0.117201,0.135201,0.143201,0.19444,0.19871,0.1975,0.1984,0.19891,0.1948,0.19871,0.1949,0.19871,0.19681,0.19871,0.1973,0.137801,0.178801,0.1836,0.1879,0.1489,0.1546,0.1643,0.173702
11,0.0856,0.160792,0.168592,0.1701919999999999,0.109968,0.12,0.1373,0.146892,0.1964199999999999,0.20092,0.19924,0.19964,0.2007199999999999,0.1964199999999999,0.20092,0.197,0.20092,0.198,0.20092,0.1984,0.14076,0.1818,0.185,0.189292,0.1517,0.156576,0.166884,0.1772
12,0.088783,0.164483,0.169683,0.1718,0.1127,0.124183,0.1395,0.149283,0.19806,0.2032,0.2009,0.20186,0.20293,0.198,0.2032,0.19823,0.2032,0.19943,0.2032,0.19993,0.1438,0.183783,0.186083,0.191966,0.1539,0.1581,0.170066,0.1794
13,0.091948,0.1653,0.1707,0.1739,0.115148,0.127374,0.140948,0.1509,0.20024,0.2052,0.2026,0.2036,0.20444,0.20034,0.2052,0.20034,0.2052,0.2014,0.2052,0.2013,0.1463,0.186,0.187774,0.194348,0.156148,0.1594,0.172274,0.181274
14,0.0952,0.1666649999999999,0.1718,0.1748,0.1169,0.130265,0.14473,0.1539,0.20305,0.2065,0.2042,0.20545,0.206,0.20325,0.2065,0.20295,0.2065,0.2026,0.2065,0.2028,0.1479,0.187,0.1895,0.1968649999999999,0.157365,0.16163,0.1736649999999999,0.1829
15,0.097612,0.1688,0.1725,0.175612,0.119512,0.132712,0.147856,0.158756,0.20506,0.2079,0.2053,0.2064,0.20746,0.2054,0.2079,0.20536,0.2079,0.2042,0.2079,0.2036,0.1502,0.1881,0.1916,0.1979,0.158756,0.162856,0.175156,0.1846
16,0.100147,0.1704,0.1738,0.1773,0.1222,0.1346,0.1501,0.161894,0.20731,0.20887,0.2067,0.20754,0.20837,0.20707,0.20887,0.20707,0.20887,0.20554,0.20887,0.205,0.152347,0.189247,0.193247,0.199047,0.159947,0.164,0.176647,0.1861
17,0.102476,0.1719,0.174738,0.179052,0.124238,0.135738,0.1519,0.164438,0.2086,0.2101599999999999,0.20838,0.20978,0.21026,0.2084,0.2101599999999999,0.2084,0.2101599999999999,0.20738,0.2101599999999999,0.20678,0.154,0.1904,0.1939,0.2004,0.1619,0.1653,0.1786,0.1881
18,0.104958,0.1728,0.175929,0.180529,0.1265,0.1377,0.153829,0.1666,0.2104,0.21159,0.20998,0.2113,0.21178,0.21037,0.21159,0.2104899999999999,0.21159,0.2084,0.21159,0.2088,0.1555,0.1917,0.194829,0.2015,0.1628,0.1667,0.181229,0.188929
19,0.1072,0.17362,0.17792,0.1813,0.12774,0.1395,0.15514,0.16804,0.2114,0.2133,0.2116,0.2126,0.213,0.2114,0.2133,0.2116,0.2133,0.2106,0.2133,0.2105,0.1565,0.19222,0.1962,0.20272,0.16434,0.1678,0.1828,0.19064
20,0.109422,0.1749,0.178811,0.1822,0.1305,0.141322,0.156511,0.1704,0.21301,0.21511,0.21291,0.2144,0.21462,0.213,0.21511,0.213,0.21511,0.2123,0.21511,0.212,0.1575,0.1932,0.197911,0.204111,0.1655,0.1692,0.1847,0.191611
21,0.112402,0.176602,0.1799,0.182902,0.1324,0.143902,0.159904,0.173802,0.2144,0.21672,0.2142,0.21604,0.2164,0.2144,0.21672,0.2143,0.21672,0.21364,0.21672,0.2133199999999999,0.158802,0.1941,0.200104,0.204702,0.1663,0.1707,0.1864,0.192402
22,0.114186,0.1776,0.1812,0.1836,0.135293,0.146193,0.161393,0.1753,0.2154,0.21853,0.2156,0.2174,0.218,0.21543,0.21853,0.2154,0.21853,0.2146,0.21853,0.2146,0.160293,0.1949,0.201693,0.2053,0.1676,0.171986,0.187593,0.1934
23,0.117952,0.1795,0.182484,0.1841,0.1374,0.147484,0.164568,0.1764,0.21688,0.2196,0.2172,0.21874,0.2191,0.21674,0.2196,0.2168,0.2196,0.2158,0.2196,0.21634,0.1612,0.1962,0.2026,0.2058,0.168768,0.173368,0.1893,0.1942
24,0.120675,0.181175,0.183875,0.1849,0.14,0.149075,0.166075,0.178375,0.218,0.22075,0.21855,0.21995,0.22005,0.218,0.22075,0.2178,0.22075,0.2175,0.22075,0.2176,0.1622,0.197,0.20345,0.2065,0.1698,0.1749,0.190775,0.195
25,0.123232,0.183666,0.1859,0.1858,0.1424,0.1507659999999999,0.168,0.1803,0.21906,0.22232,0.2197,0.22136,0.2214,0.21906,0.22232,0.21888,0.22232,0.21856,0.22232,0.21876,0.163666,0.1982,0.2044659999999999,0.2071,0.170966,0.176866,0.1917,0.1958
26,0.126057,0.185057,0.187,0.1865,0.145114,0.152957,0.1696,0.1818,0.22077,0.2235,0.2216,0.22257,0.22314,0.22077,0.2235,0.22137,0.2235,0.2212,0.2235,0.2207,0.165357,0.199,0.2054,0.2075,0.1721,0.178057,0.1928,0.1966
27,0.128548,0.1863,0.188848,0.1873,0.146448,0.155,0.171296,0.1831,0.2223,0.2249,0.22296,0.2242,0.2245,0.2224,0.2249,0.22248,0.2249,0.22276,0.2249,0.22228,0.1665,0.1997,0.206148,0.2079,0.1734,0.1794,0.193448,0.1973
28,0.131,0.188,0.190078,0.187839,0.1483,0.156639,0.1724389999999999,0.184439,0.2245899999999999,0.22618,0.2245,0.22529,0.22579,0.22449,0.22618,0.22469,0.22618,0.2245899999999999,0.22618,0.22429,0.167739,0.2004,0.2071,0.2083,0.174639,0.1809,0.194639,0.1981
29,0.13243,0.1895,0.1913,0.18893,0.14993,0.1587,0.1738199999999999,0.1856,0.2264,0.2269,0.2264,0.2264,0.2266,0.2262,0.2269,0.2266,0.2269,0.2264,0.2269,0.2256,0.16903,0.20123,0.20803,0.209,0.1754,0.18243,0.1958,0.19883
30,0.134221,0.190521,0.192,0.190921,0.151921,0.160542,0.176321,0.1866,0.229,0.22831,0.2276,0.22841,0.22811,0.229,0.22831,0.22962,0.22831,0.22902,0.22831,0.22751,0.1706,0.203184,0.209,0.2095,0.1765,0.1839,0.1969,0.1996
31,0.136324,0.1917,0.1927,0.1926,0.154,0.1628,0.1779,0.1874,0.23184,0.2296,0.22892,0.22922,0.22892,0.232,0.2296,0.23204,0.2296,0.23242,0.2296,0.22952,0.172312,0.205512,0.209912,0.210012,0.177912,0.1853,0.1984,0.2006
32,0.1377,0.192503,0.1932,0.1941,0.1561,0.1648,0.179003,0.1885,0.2348,0.23073,0.2304,0.23033,0.2304,0.23486,0.23073,0.23486,0.23073,0.23466,0.23073,0.2312,0.173803,0.206803,0.2108,0.2106,0.1793,0.187009,0.199303,0.2016
33,0.1393,0.1933,0.1941,0.1953,0.157894,0.166588,0.1802939999999999,0.189894,0.23854,0.2322,0.23168,0.2319,0.2322,0.23854,0.2322,0.2386,0.2322,0.2366,0.2322,0.2326,0.175194,0.2084,0.2114,0.211594,0.1805,0.1886,0.200494,0.2034939999999999
34,0.141255,0.1942849999999999,0.1948,0.1961,0.159685,0.1678849999999999,0.181585,0.191185,0.2417,0.23365,0.2328,0.2332,0.23335,0.24175,0.23365,0.24165,0.23365,0.23895,0.23365,0.2339,0.1769849999999999,0.21,0.2122,0.2122,0.1817,0.1905849999999999,0.201585,0.2048
35,0.1439,0.1953,0.1958,0.1971,0.161376,0.169252,0.183576,0.1921,0.24526,0.23596,0.2342,0.2344,0.23526,0.24466,0.23596,0.24432,0.23596,0.241,0.23596,0.23546,0.178528,0.211176,0.2128,0.2128,0.183576,0.1922,0.2029,0.206076
36,0.1461,0.196434,0.1971,0.1979,0.1633,0.1709,0.185434,0.1938,0.248,0.23857,0.237,0.2358,0.23717,0.2474,0.23857,0.2474,0.23857,0.2427,0.23857,0.2386,0.1799,0.211867,0.2133,0.2136,0.185267,0.1943,0.203867,0.207
37,0.148358,0.1972,0.1976,0.198958,0.164858,0.1728,0.187558,0.1951,0.25184,0.2408799999999999,0.2404,0.23938,0.2407599999999999,0.25184,0.2408799999999999,0.24998,0.2408799999999999,0.24528,0.2408799999999999,0.24228,0.181358,0.212358,0.214,0.2143,0.186816,0.1954,0.2052,0.2077
38,0.150349,0.1982,0.1982,0.2004,0.1661,0.174349,0.1897,0.197,0.25609,0.24298,0.24354,0.24259,0.243,0.25609,0.24298,0.25345,0.24298,0.2477899999999999,0.24298,0.24459,0.1825,0.213,0.2145,0.215398,0.189,0.197149,0.2067,0.208349
39,0.15242,0.19904,0.1992,0.2016,0.16778,0.17584,0.192,0.19864,0.2593,0.2472,0.2465,0.2474,0.2468,0.2592,0.2472,0.2583,0.2472,0.251,0.2472,0.2489,0.1836,0.2139,0.2149,0.2164,0.1911,0.19852,0.20794,0.2092
40,0.154131,0.200031,0.199831,0.2024,0.1695,0.177,0.1936619999999999,0.200131,0.2636,0.2516,0.2526,0.2526199999999999,0.2511499999999999,0.2623199999999999,0.2516,0.26042,0.2516,0.2561299999999998,0.2516,0.25421,0.1847,0.2143,0.2155,0.2172,0.1931929999999999,0.2004,0.2088,0.2109
41,0.1563,0.201,0.201,0.2034,0.1711,0.1789,0.1955,0.2009,0.26676,0.2582,0.25902,0.2591199999999999,0.2582,0.2661199999999999,0.2582,0.26466,0.2582,0.261,0.2582,0.2592199999999999,0.185922,0.214922,0.2161,0.2178,0.1961,0.202022,0.2095,0.2128
42,0.1583,0.2023,0.2027,0.2046,0.1729129999999999,0.1810259999999999,0.1974129999999999,0.2023,0.2717299999999999,0.2637299999999999,0.26462,0.2638,0.26342,0.2707299999999999,0.2637299999999999,0.2674499999999999,0.2637299999999999,0.26593,0.2637299999999999,0.2649,0.1871,0.2156,0.2174,0.2181129999999999,0.1974,0.2038,0.2101259999999999,0.2143
43,0.160516,0.204,0.204,0.206004,0.175104,0.1835,0.199804,0.2038,0.27444,0.2694,0.27058,0.2694,0.26888,0.27394,0.2694,0.27212,0.2694,0.2718399999999999,0.2694,0.27088,0.1884,0.2165,0.218404,0.2186,0.1996,0.205104,0.2114,0.2158
44,0.162795,0.2049,0.204895,0.206895,0.1772,0.1853,0.2019,0.2044949999999999,0.278,0.2726,0.2743,0.27305,0.2728,0.27735,0.2726,0.27525,0.2726,0.27525,0.2726,0.2749,0.1898,0.2171,0.219,0.219,0.20179,0.2067,0.2124,0.2170949999999999
45,0.165372,0.2062,0.2057,0.2079,0.1785,0.187286,0.2033,0.2055,0.28382,0.277,0.28208,0.27846,0.2774,0.28346,0.277,0.28134,0.277,0.28212,0.277,0.28394,0.191486,0.217886,0.2199,0.2197,0.203486,0.208386,0.2132,0.218
46,0.167877,0.2072,0.2066,0.208677,0.1812,0.1901,0.2043,0.2063,0.28934,0.2909699999999999,0.2935,0.29155,0.29033,0.2885599999999999,0.2909699999999999,0.2879699999999999,0.2909699999999999,0.2874399999999999,0.2909699999999999,0.2899699999999999,0.192777,0.2192,0.2205,0.2204,0.205454,0.2099,0.214777,0.2189
47,0.17,0.2082,0.2079,0.2098,0.1834,0.192468,0.2055,0.207168,0.29872,0.3022199999999999,0.2971,0.30156,0.3031,0.29708,0.3022199999999999,0.2940799999999999,0.3022199999999999,0.29278,0.3022199999999999,0.29346,0.195036,0.219968,0.221168,0.220868,0.2072,0.2111,0.215936,0.219568
48,0.1731,0.2088,0.2091,0.2111589999999999,0.1847,0.194459,0.2065,0.2081,0.30657,0.30747,0.30047,0.30519,0.30656,0.30577,0.30747,0.30509,0.30747,0.30408,0.30747,0.30155,0.1971,0.2209,0.2219,0.2212589999999999,0.2091589999999999,0.213159,0.2171,0.2205
49,0.1759,0.2098,0.2098,0.2122,0.18745,0.19605,0.20755,0.2089,0.3094,0.3102,0.3066,0.3074,0.3102,0.3088,0.3102,0.3082,0.3102,0.3073,0.3102,0.3069,0.1996,0.2219,0.2226,0.2219,0.21105,0.215,0.21825,0.2211
50,0.1778,0.2111,0.210641,0.2135,0.1899,0.197841,0.2086,0.2101,0.3137199999999999,0.3131299999999999,0.3102299999999999,0.311,0.312,0.3127299999999999,0.3131299999999999,0.3112199999999999,0.3131299999999999,0.31182,0.3131299999999999,0.31051,0.2016,0.223,0.2233,0.2226,0.2128,0.216741,0.2191,0.2218
51,0.1804319999999999,0.2121,0.2121,0.2144,0.192264,0.1996319999999999,0.2094319999999999,0.2109,0.31894,0.31588,0.31512,0.31444,0.31502,0.31882,0.31588,0.3169,0.31588,0.31734,0.31588,0.31662,0.2037,0.2242,0.224,0.2231,0.2147,0.218,0.2207,0.2227
52,0.1824,0.2132,0.2133,0.215423,0.1947,0.201923,0.2104,0.211846,0.32342,0.3210999999999999,0.3228799999999999,0.3225999999999999,0.32275,0.3233899999999999,0.3210999999999999,0.3221,0.3210999999999999,0.3221,0.3210999999999999,0.3233,0.2056,0.2252,0.2245,0.2238,0.216346,0.219,0.221646,0.223523
53,0.184614,0.214614,0.2139,0.2168,0.1976,0.203628,0.2116,0.213,0.32932,0.3263,0.32834,0.3283,0.32734,0.32888,0.3263,0.3279,0.3263,0.32656,0.3263,0.3288,0.2076,0.226014,0.2249,0.2243,0.217914,0.220114,0.2226,0.2248
54,0.1874,0.2161,0.2154,0.2178,0.2002,0.20631,0.2135,0.21421,0.3343,0.32885,0.3339,0.33165,0.32965,0.33365,0.32885,0.3336,0.32885,0.3321,0.32885,0.3342,0.209405,0.227,0.2253,0.2248,0.220005,0.2216,0.2237,0.2256
55,0.189296,0.2168,0.2165,0.2185,0.2021,0.2094,0.2151,0.2174,0.33864,0.33214,0.33946,0.3358400000000001,0.33452,0.3375,0.33214,0.33666,0.33214,0.33726,0.33214,0.33846,0.2118,0.227696,0.2258,0.2251,0.2215,0.2228959999999999,0.2248,0.226596
56,0.193387,0.2183,0.218887,0.2202,0.204374,0.210574,0.217287,0.2191,0.34157,0.33574,0.3419,0.3386,0.3372,0.34087,0.33574,0.34057,0.33574,0.34117,0.33574,0.34204,0.213287,0.2285,0.2264,0.2257,0.223087,0.2243,0.225987,0.2273
57,0.195678,0.219856,0.220778,0.2214,0.206678,0.2128,0.219978,0.2204559999999999,0.34476,0.3372,0.3419,0.3386,0.3372,0.3441599999999999,0.3372,0.34418,0.3372,0.34484,0.3372,0.3452,0.2154,0.2291,0.2272,0.2264,0.224856,0.2264,0.2271,0.2281
58,0.1982689999999999,0.2211689999999999,0.224069,0.2223689999999999,0.2084,0.2146,0.2227,0.2219,0.34719,0.3372,0.3419,0.3386,0.3372,0.34669,0.3372,0.3468699999999999,0.3372,0.3472,0.3372,0.3452,0.2174379999999999,0.2298,0.2279,0.2271,0.2262,0.2287689999999999,0.2283,0.2287689999999999
59,0.2018,0.2225599999999999,0.2256,0.2231,0.2103,0.21686,0.2249,0.2238599999999999,0.3501,0.3372,0.3419,0.3386,0.3372,0.349,0.3372,0.349,0.3372,0.3472,0.3372,0.3452,0.2194,0.2306,0.2286,0.2277,0.2275,0.2309,0.2297199999999999,0.2295
60,0.205004,0.223851,0.2269509999999999,0.225251,0.214251,0.22,0.226751,0.224851,0.35463,0.3372,0.3419,0.3386,0.3372,0.35384,0.3372,0.3533199999999999,0.3372,0.3472,0.3372,0.3452,0.2219,0.2315,0.2296,0.2285,0.229,0.2326,0.2325,0.2303
61,0.2077,0.2257,0.229184,0.2266,0.216684,0.2231,0.227942,0.226442,0.35918,0.3372,0.3419,0.3386,0.3372,0.35802,0.3372,0.35748,0.3372,0.3472,0.3372,0.3452,0.225,0.2325,0.2304,0.2293,0.230142,0.2342,0.2339,0.2315
62,0.2117659999999999,0.229399,0.2307,0.229933,0.220799,0.226399,0.2291329999999999,0.2280329999999999,0.3650299999999999,0.3372,0.3419,0.3386,0.3372,0.36372,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.2270329999999999,0.2334,0.2313,0.229933,0.231733,0.2357,0.2349,0.232566
63,0.2153479999999999,0.233824,0.2316,0.2336,0.224024,0.2297,0.231424,0.230372,0.3749400000000001,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.229048,0.2342,0.2323,0.230824,0.233124,0.2375,0.2358,0.2335
64,0.2176,0.2354,0.232815,0.237215,0.2266,0.234515,0.2335,0.233215,0.38845,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.2316,0.235,0.233815,0.233015,0.2353,0.239115,0.236515,0.235215
65,0.220406,0.237506,0.2355,0.2408,0.2295,0.2387,0.235312,0.237124,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.2333,0.2364,0.2352,0.234506,0.2379,0.2409,0.238,0.236506
66,0.223997,0.240097,0.2375,0.243497,0.2317,0.241394,0.2382,0.2402,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.236785,0.2374,0.2365,0.2355,0.239894,0.2428,0.2394,0.2375
67,0.227788,0.2421,0.2402,0.2458,0.234452,0.2438,0.241564,0.243888,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.2388,0.2381,0.2379,0.2369,0.241488,0.244852,0.2404,0.238676
68,0.2314529999999999,0.243979,0.2436579999999999,0.2482,0.2391579999999999,0.246379,0.245179,0.2475,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.241,0.239279,0.2391,0.2383,0.2447,0.2466,0.2417,0.2399
69,0.2361099999999999,0.246,0.2512399999999999,0.2600899999999997,0.2448699999999999,0.2479,0.25027,0.2509799999999999,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.2433,0.2404,0.2411799999999999,0.2390699999999999,0.2469,0.24827,0.2434,0.2412
70,0.2419219999999999,0.2481,0.2545,0.266283,0.2498,0.2508,0.2528,0.2533,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.245561,0.2413,0.2429,0.2396,0.2490609999999999,0.250361,0.245661,0.242661
71,0.246604,0.251252,0.257304,0.270152,0.2541,0.2528,0.255,0.256252,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.248352,0.2423,0.244,0.2416,0.251152,0.251752,0.247504,0.2445
72,0.2518,0.258143,0.2618,0.276115,0.2576,0.2549,0.258501,0.258643,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.2509,0.244143,0.2454,0.243786,0.2536,0.253543,0.249643,0.246643
73,0.2557,0.2652,0.268534,0.279568,0.262534,0.256502,0.2637,0.261434,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.2545,0.2473,0.246334,0.246334,0.257,0.255234,0.250934,0.248434
74,0.259775,0.2694,0.277275,0.281925,0.2666,0.2595,0.2678,0.263025,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.257725,0.25125,0.247425,0.249575,0.2593,0.25725,0.2531,0.250575
75,0.263864,0.273732,0.2829,0.2827,0.271816,0.262832,0.270116,0.266396,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.261832,0.253616,0.249632,0.252432,0.261516,0.2608,0.2561,0.253216
76,0.268607,0.276707,0.287207,0.2856,0.2755,0.267414,0.273214,0.268907,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.264807,0.2552,0.2522,0.254607,0.264,0.263307,0.258207,0.2565
77,0.2732,0.279998,0.293498,0.288996,0.278784,0.273762,0.275998,0.274598,0.3885,0.3372,0.3419,0.3386,0.3372,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.269598,0.258996,0.253494,0.2577939999999999,0.266996,0.266498,0.260196,0.257998
78,0.2768,0.285678,0.297278,0.2945,0.2824,0.2791889999999999,0.2812889999999999,0.2808889999999999,0.3885,0.3372,0.34329,0.34207,0.33928,0.3732,0.3372,0.358,0.3372,0.3472,0.3372,0.3452,0.272478,0.261356,0.2562559999999999,0.2602889999999999,0.2703669999999999,0.2688889999999999,0.262389,0.2606889999999999
79,0.28126,0.2939,0.30246,0.3023,0.28578,0.28508,0.2886,0.2883600000000001,0.3885,0.342,0.3464,0.3454,0.3444,0.3732,0.342,0.358,0.342,0.3472,0.342,0.3456,0.27538,0.2629,0.25888,0.26278,0.2737,0.27148,0.2636,0.2639
80,0.287342,0.304213,0.3042,0.3091,0.290013,0.2944,0.2921,0.296442,0.3885,0.34792,0.34781,0.3483,0.34831,0.3732,0.34792,0.358,0.34792,0.34781,0.34792,0.34841,0.280242,0.265113,0.265371,0.264213,0.2772,0.2743,0.266242,0.267671
81,0.2941,0.3155,0.3080719999999999,0.3117859999999999,0.2982339999999999,0.3057479999999999,0.297462,0.3,0.3885,0.3513199999999999,0.34972,0.35074,0.351,0.3732,0.3513199999999999,0.358,0.3513199999999999,0.3510199999999999,0.3513199999999999,0.3509,0.284124,0.2674,0.269162,0.2682,0.2811,0.276862,0.2697,0.271062
82,0.3059649999999999,0.3199649999999998,0.3241059999999999,0.3144589999999999,0.3026,0.3158,0.3030529999999999,0.3104589999999999,0.3885,0.3532,0.35183,0.3531,0.3529,0.3732,0.3532,0.358,0.3532,0.35446,0.3532,0.3538,0.2898179999999998,0.271053,0.2715059999999999,0.2733529999999999,0.2849,0.279053,0.2718529999999999,0.2748649999999998
83,0.314532,0.328944,0.331744,0.321732,0.3113,0.320288,0.317288,0.317032,0.3885,0.35534,0.35488,0.3551599999999999,0.3553,0.3732,0.35534,0.358,0.35534,0.3571999999999999,0.35534,0.3570199999999999,0.294252,0.273,0.2754,0.279228,0.290344,0.2819,0.273744,0.2787
84,0.322605,0.336335,0.335535,0.337,0.3233299999999998,0.3318399999999999,0.3226699999999999,0.3365149999999999,0.3885,0.35775,0.3582499999999999,0.35825,0.35775,0.3732,0.35775,0.3629,0.35775,0.36435,0.35775,0.36125,0.3025049999999999,0.276105,0.2831149999999999,0.284035,0.2946049999999999,0.285835,0.2751699999999999,0.280735
85,0.3290299999999999,0.3525779999999999,0.3388559999999999,0.3431599999999997,0.3391299999999999,0.3415519999999999,0.3357259999999999,0.3537779999999999,0.3885,0.36116,0.3642999999999999,0.3624,0.361,0.37626,0.36116,0.3785799999999999,0.36116,0.3753999999999999,0.36116,0.36756,0.3123519999999999,0.2864039999999999,0.2903779999999999,0.2903,0.3008039999999999,0.289626,0.2803779999999999,0.2859779999999999
86,0.3405850000000001,0.3592850000000001,0.3464360000000001,0.3501290000000002,0.34847,0.3530169999999999,0.346617,0.3614,0.3894,0.36379,0.37338,0.36724,0.3661,0.39033,0.36379,0.38776,0.36379,0.38892,0.36379,0.3811,0.3174,0.294634,0.294417,0.292,0.307036,0.295217,0.300885,0.298034
87,0.3540639999999999,0.3631159999999999,0.3564919999999998,0.3661239999999999,0.363832,0.362264,0.3704,0.3760159999999999,0.3982799999999999,0.36744,0.38254,0.3757,0.3713599999999999,0.3980399999999999,0.36744,0.39676,0.36744,0.39618,0.36744,0.39132,0.3257239999999999,0.3019239999999999,0.3014,0.3055159999999999,0.313708,0.3061,0.308824,0.302708
88,0.368099,0.3682,0.3682,0.3719,0.3728,0.3728970000000001,0.3909960000000001,0.3868950000000001,0.40659,0.38176,0.39059,0.3850100000000002,0.3816600000000001,0.40659,0.38176,0.40546,0.38176,0.40323,0.38176,0.40169,0.3334930000000002,0.3093,0.311199,0.310098,0.3241960000000001,0.3153970000000001,0.3247,0.306399
89,0.3822300000000002,0.37686,0.38278,0.3852,0.38248,0.39006,0.40246,0.3983500000000002,0.4208,0.3955,0.4096,0.4056,0.3991,0.4191,0.3955,0.4169,0.3955,0.4117,0.3955,0.4139,0.34007,0.3214000000000001,0.32309,0.32039,0.33326,0.32898,0.3326400000000001,0.31188
