percentiles,hv10,hv20,hv30,phv10,phv20,phv30
87,0.531764,0.5153560000000001,0.5214,0.4570639999999999,0.4652679999999999,0.45528
88,0.555006,0.543179,0.5402,0.470746,0.47764,0.466823
89,0.5800600000000001,0.55479,0.5687,0.4919800000000002,0.4854,0.48342
90,0.6022660000000001,0.584505,0.610948,0.5105660000000001,0.49612,0.491374
91,0.628464,0.640348,0.6283200000000003,0.5307520000000001,0.512504,0.49904
92,0.6812080000000001,0.695907,0.664308,0.548504,0.5308960000000005,0.511008
93,0.7286599999999999,0.7434419999999995,0.6871499999999998,0.5714519999999997,0.5489959999999999,0.5251539999999999
94,0.7910699999999997,0.7894049999999999,0.7445949999999995,0.5964399999999999,0.5712199999999996,0.542265
95,0.905952,0.8165479999999999,0.820356,0.644675999999999,0.594208,0.59482
96,1.0383759999999995,0.9123719999999996,0.8953399999999991,0.699558,0.6196799999999997,0.619996
97,1.1348640000000003,1.027354,1.00663,0.7354160000000001,0.67492,0.6806159999999999
98,1.273013999999999,1.2584549999999988,1.5087860000000146,0.8330499999999992,0.8398079999999983,1.0505080000000049
