percentiles,hv10,hv120,hv150,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv20,phv30,phv60,phv90
10,0.134732,0.26529,0.269098,0.157778,0.178936,0.2106839999999999,0.236861,0.2832679999999999,0.323856,0.3251,0.3262779999999999,0.3263,0.285278,0.323856,0.287134,0.323856,0.299434,0.323856,0.317356,0.290736,0.328472,0.3287,0.329444,0.3291,0.292636,0.328472,0.2938,0.328472,0.3046,0.328472,0.321808,0.2859,0.3232819999999999,0.326473,0.3251,0.3248,0.286991,0.3232819999999999,0.288491,0.3232819999999999,0.3015,0.3232819999999999,0.320273,0.176177,0.245223,0.251,0.1865,0.1959229999999999,0.2165,0.232344
11,0.139344,0.26796,0.2723319999999999,0.163964,0.1823,0.2179279999999999,0.251024,0.287004,0.3274,0.3271759999999999,0.3286759999999999,0.329132,0.289228,0.3274,0.290204,0.3274,0.3025759999999999,0.3274,0.3207,0.2952,0.330912,0.331136,0.332212,0.331724,0.2974,0.330912,0.297212,0.330912,0.307112,0.330912,0.325412,0.289744,0.324972,0.328572,0.327072,0.3265,0.290516,0.324972,0.291744,0.324972,0.3055,0.324972,0.322172,0.179684,0.247372,0.2517,0.1892,0.198616,0.2212,0.235348
12,0.1439,0.26997,0.276817,0.170074,0.1856,0.223272,0.261863,0.290274,0.328874,0.3289,0.331274,0.330874,0.2911,0.328874,0.293974,0.328874,0.305344,0.328874,0.322774,0.299388,0.333188,0.332988,0.334088,0.333988,0.300288,0.333188,0.300288,0.333188,0.311652,0.333188,0.327888,0.293059,0.3266529999999999,0.3305,0.329353,0.3282529999999999,0.295059,0.3266529999999999,0.295653,0.3266529999999999,0.3078,0.3266529999999999,0.3244,0.183391,0.248603,0.25333,0.192,0.200809,0.2233,0.241052
13,0.146968,0.27374,0.28313,0.175372,0.1895,0.228924,0.270356,0.293088,0.331272,0.332072,0.332572,0.333044,0.294344,0.331272,0.298372,0.331272,0.3096,0.331272,0.325572,0.3026,0.3348,0.3349,0.335564,0.335864,0.302728,0.3348,0.303928,0.3348,0.315984,0.3348,0.329864,0.2975,0.3292339999999999,0.3328,0.332234,0.330534,0.298736,0.3292339999999999,0.3003,0.3292339999999999,0.311972,0.3292339999999999,0.326534,0.186298,0.249634,0.2553,0.1975,0.203202,0.22611,0.2439
14,0.1501,0.27595,0.2942,0.1794849999999999,0.1942,0.2338,0.276165,0.2962,0.33347,0.3337,0.33467,0.33477,0.29717,0.33347,0.3006,0.33347,0.31285,0.33347,0.3282,0.30528,0.3365,0.3367,0.3375,0.33748,0.30632,0.3365,0.30804,0.3365,0.32044,0.3365,0.3317,0.301445,0.331245,0.3344,0.33403,0.333115,0.302245,0.331245,0.3039,0.331245,0.3151,0.331245,0.3284,0.18921,0.25253,0.2562,0.2002,0.2062,0.2288,0.24628
15,0.153296,0.27846,0.3038,0.1825,0.1982,0.2404079999999999,0.281732,0.298736,0.3355,0.3354,0.3364,0.3359,0.301068,0.3355,0.3039,0.3355,0.317768,0.3355,0.3304,0.307832,0.337916,0.3382,0.339,0.338916,0.308964,0.337916,0.3117,0.337916,0.322832,0.337916,0.3334,0.305692,0.3331,0.336096,0.336196,0.335088,0.306596,0.3331,0.3071919999999999,0.3331,0.3187879999999999,0.3331,0.330796,0.1914239999999999,0.2546,0.2579,0.2021,0.210664,0.2302,0.248532
16,0.15741,0.28496,0.306753,0.1871,0.202064,0.247248,0.2835,0.301566,0.337532,0.3374,0.3378,0.337766,0.3031,0.337532,0.307266,0.337532,0.320966,0.337532,0.3322,0.3111919999999999,0.3393,0.3398,0.3402,0.339992,0.3122,0.3393,0.314384,0.3393,0.324984,0.3393,0.3355,0.309508,0.335377,0.3373,0.337777,0.337077,0.310754,0.335377,0.3113,0.335377,0.3212,0.335377,0.332677,0.193638,0.2564,0.2592,0.2048,0.21541,0.231482,0.2505
17,0.159808,0.2884,0.310024,0.191582,0.206216,0.251896,0.284236,0.3039,0.3388,0.339064,0.3393,0.3389,0.306556,0.3388,0.3099,0.3388,0.323664,0.3388,0.334064,0.314604,0.3404,0.3408,0.3416,0.3411,0.3152,0.3404,0.317568,0.3404,0.327712,0.3404,0.336668,0.312416,0.3374,0.339758,0.3388,0.338174,0.3133,0.3374,0.314958,0.3374,0.324316,0.3374,0.334558,0.1957,0.258258,0.2603,0.2063,0.219648,0.233014,0.2522
18,0.162014,0.2902,0.313671,0.197662,0.212644,0.256036,0.2852,0.307986,0.3399,0.341162,0.341162,0.340424,0.309124,0.3399,0.313462,0.3399,0.326224,0.3399,0.3354,0.317044,0.341432,0.342444,0.343,0.3425,0.317644,0.341432,0.321376,0.341432,0.329944,0.341432,0.3379,0.3147,0.3391,0.3415,0.340339,0.340239,0.315539,0.3391,0.319378,0.3391,0.327778,0.3391,0.3362,0.1979,0.2592,0.26159,0.2099,0.2220339999999999,0.236074,0.253788
19,0.1664,0.2931,0.3161799999999999,0.20268,0.2174,0.25964,0.28834,0.31064,0.3417,0.34306,0.3433,0.34196,0.3119,0.3417,0.3166,0.3417,0.32892,0.3417,0.3377,0.3199,0.34252,0.3445,0.34392,0.34334,0.3203,0.34252,0.32372,0.34252,0.33352,0.34252,0.33916,0.3171,0.34022,0.34282,0.3423,0.34232,0.31882,0.34022,0.32172,0.34022,0.3308,0.34022,0.338,0.20034,0.2604,0.2623,0.2131,0.22506,0.2413,0.2562
20,0.169878,0.30745,0.317878,0.2077949999999999,0.221828,0.267348,0.2913,0.313358,0.343258,0.3451,0.344758,0.343558,0.315558,0.343258,0.319458,0.343258,0.331716,0.343258,0.339658,0.3229,0.343792,0.3458,0.3456,0.3444959999999999,0.324492,0.343792,0.326796,0.343792,0.335096,0.343792,0.3413,0.3196009999999999,0.342,0.344602,0.343802,0.3436,0.321702,0.342,0.3243,0.342,0.3332029999999999,0.342,0.339601,0.202647,0.2612509999999999,0.26422,0.2176,0.2302529999999999,0.2466,0.2596839999999999
21,0.1719,0.31518,0.321094,0.210478,0.2278,0.276684,0.293122,0.316268,0.3447,0.3471,0.3469,0.3452,0.318112,0.3447,0.321856,0.3447,0.333756,0.3447,0.3416,0.3254,0.345472,0.347344,0.346872,0.3458,0.3266,0.345472,0.329172,0.345472,0.3382,0.345472,0.343844,0.3221819999999999,0.343846,0.3463,0.346282,0.345082,0.324146,0.343846,0.327082,0.343846,0.3355,0.343846,0.3425,0.204854,0.262482,0.2662,0.2206,0.232992,0.249306,0.2613
22,0.174314,0.31978,0.3238,0.213931,0.232048,0.284268,0.296592,0.3195,0.3462,0.348954,0.347954,0.347154,0.321054,0.3462,0.3259,0.3462,0.3356,0.3462,0.343554,0.327948,0.346696,0.348648,0.348648,0.347448,0.329148,0.346696,0.3318,0.346696,0.340648,0.346696,0.345448,0.325063,0.345663,0.3482,0.348126,0.3466,0.3262,0.345663,0.328863,0.345663,0.338126,0.345663,0.344504,0.207061,0.2638129999999999,0.26713,0.2241,0.2355,0.251679,0.2627
23,0.176688,0.3237,0.326216,0.21638,0.237816,0.287684,0.300324,0.3219559999999999,0.3482,0.3502,0.3493,0.3485,0.323852,0.3482,0.327304,0.3482,0.336952,0.3482,0.3457079999999999,0.3299,0.3488,0.350524,0.3503,0.349424,0.3314,0.3488,0.333924,0.3488,0.342448,0.3488,0.347024,0.328108,0.347144,0.349532,0.349344,0.348044,0.328744,0.347144,0.330944,0.347144,0.340432,0.347144,0.3461,0.2105,0.2665,0.2688399999999999,0.2283,0.2386,0.2531,0.264
24,0.1794,0.3265,0.329,0.219825,0.241,0.2914,0.303075,0.32545,0.34955,0.3517,0.35125,0.3505,0.32695,0.34955,0.32995,0.34955,0.33875,0.34955,0.3480499999999999,0.3324,0.3505,0.3525,0.3517,0.3506,0.3337,0.3505,0.3361,0.3505,0.3446,0.3505,0.3489,0.3309499999999999,0.3486,0.351325,0.3512,0.349725,0.3314749999999999,0.3486,0.3342,0.3486,0.343275,0.3486,0.347625,0.21245,0.2691,0.27385,0.2316,0.24125,0.255725,0.2647
25,0.1832,0.3277,0.331302,0.224174,0.2444,0.294572,0.305652,0.3278,0.351848,0.352648,0.353348,0.352348,0.329096,0.351848,0.3315,0.351848,0.34154,0.351848,0.349648,0.334676,0.351776,0.3537,0.3529,0.352452,0.3355,0.351776,0.338228,0.351776,0.3464759999999999,0.351776,0.3508759999999999,0.3345,0.3498,0.3528,0.3536,0.350836,0.334824,0.3498,0.336806,0.3498,0.345706,0.3498,0.349312,0.2149,0.270706,0.279,0.2344,0.2439,0.260198,0.2672
26,0.186062,0.33051,0.3331,0.226792,0.247284,0.298488,0.308731,0.330992,0.353,0.354,0.3544,0.353446,0.331246,0.353,0.3339,0.353,0.3435,0.353,0.3508,0.336652,0.3535,0.354852,0.354752,0.354052,0.3369,0.3535,0.339856,0.3535,0.347952,0.3535,0.352452,0.3365,0.351861,0.354887,0.355187,0.354,0.336987,0.351861,0.3391,0.351861,0.348074,0.351861,0.350987,0.216978,0.272074,0.2818,0.236,0.2453219999999999,0.2638,0.269004
27,0.189868,0.3323399999999999,0.334756,0.230544,0.2502,0.302432,0.314,0.332988,0.354388,0.355444,0.3558,0.3551,0.3337,0.354388,0.336,0.354388,0.345244,0.354388,0.3522,0.339428,0.3547,0.3566,0.356128,0.3557,0.339912,0.3547,0.341756,0.3547,0.349128,0.3547,0.3541,0.338036,0.354468,0.3562,0.3566,0.3554,0.3384,0.354468,0.341268,0.354468,0.349568,0.354468,0.352968,0.2195,0.274036,0.2848,0.2383,0.248204,0.266488,0.2708
28,0.1941,0.3336699999999999,0.336461,0.2346,0.254568,0.305276,0.319237,0.335584,0.356226,0.3566,0.3572,0.3568,0.336084,0.356226,0.3379,0.356226,0.3473,0.356226,0.353542,0.3424,0.356008,0.358504,0.3585,0.3572,0.3426,0.356008,0.3436,0.356008,0.3511,0.356008,0.355304,0.340798,0.3562,0.358249,0.357849,0.3572,0.341249,0.3562,0.343849,0.3562,0.351047,0.3562,0.3547,0.222403,0.276699,0.2871,0.2403,0.250894,0.2683339999999999,0.2738719999999999
29,0.19744,0.3359,0.3377,0.24051,0.25886,0.3081,0.3207,0.33784,0.35844,0.3585399999999999,0.3586,0.35874,0.3379,0.35844,0.34,0.35844,0.34904,0.35844,0.3548,0.34424,0.3574,0.3605799999999999,0.3606,0.35884,0.34434,0.3574,0.34526,0.3574,0.3521,0.3574,0.35718,0.34295,0.35856,0.35956,0.35923,0.35923,0.3444299999999999,0.35856,0.34569,0.35856,0.35289,0.35856,0.3564299999999999,0.22581,0.27836,0.2905,0.2425,0.25349,0.27009,0.27656
30,0.201658,0.3377,0.3405,0.243,0.2629,0.311064,0.3230429999999999,0.34,0.36,0.360438,0.3604,0.3608,0.34,0.36,0.341414,0.36,0.351238,0.36,0.356738,0.346756,0.359256,0.362168,0.3622,0.3608799999999999,0.3464,0.359256,0.346912,0.359256,0.353856,0.359256,0.359056,0.346111,0.3603,0.3612,0.360622,0.3609,0.347022,0.3603,0.3484109999999999,0.3603,0.354711,0.3603,0.3584,0.228434,0.2839609999999999,0.2932,0.2444,0.2555,0.2713,0.2783
31,0.205592,0.33946,0.3421,0.245436,0.2669,0.314812,0.3257,0.3414,0.361336,0.362236,0.362,0.3620359999999999,0.342136,0.361336,0.3436,0.361336,0.353308,0.361336,0.358236,0.3484,0.361,0.3640319999999999,0.364132,0.3618,0.347864,0.361,0.349132,0.361,0.355264,0.361,0.3613,0.348184,0.362192,0.3626,0.3619,0.3620919999999999,0.348684,0.362192,0.350892,0.362192,0.357192,0.362192,0.359792,0.230924,0.2883679999999999,0.29528,0.2472,0.258,0.274436,0.280792
32,0.210196,0.34179,0.343797,0.2501,0.270636,0.3190759999999999,0.3333130000000001,0.342934,0.3632,0.363934,0.3642,0.3638,0.344002,0.3632,0.3455,0.3632,0.355002,0.3632,0.3609,0.3497,0.361808,0.365808,0.365516,0.363716,0.349708,0.361808,0.3508,0.361808,0.357008,0.361808,0.362808,0.350773,0.3634,0.363946,0.363273,0.3633,0.3509,0.3634,0.352573,0.3634,0.3586,0.3634,0.3613,0.234193,0.2905,0.29683,0.2494,0.2612,0.277518,0.282716
33,0.214408,0.34392,0.345,0.255832,0.274628,0.321796,0.3382,0.3457,0.365732,0.3653,0.365832,0.365732,0.3465,0.365732,0.347796,0.365732,0.356796,0.365732,0.362932,0.352584,0.3637,0.367,0.3669,0.365752,0.351784,0.3637,0.352584,0.3637,0.3584,0.3637,0.3642,0.352908,0.365608,0.3656,0.365354,0.3652,0.352816,0.365608,0.354454,0.365608,0.36,0.365608,0.3634,0.237338,0.293754,0.2988,0.2529,0.263562,0.281782,0.285068
34,0.2189,0.34655,0.34636,0.2586,0.28004,0.32426,0.3417,0.3479,0.36663,0.36723,0.3680299999999999,0.3668,0.34826,0.36663,0.3506,0.36663,0.359,0.36663,0.36433,0.35498,0.36586,0.3687,0.3685,0.3678,0.35356,0.36586,0.3546,0.36586,0.36066,0.36586,0.36596,0.3548,0.36787,0.367035,0.36737,0.367535,0.3554,0.36787,0.356135,0.36787,0.361435,0.36787,0.3653,0.238845,0.297385,0.3006,0.2549,0.266555,0.28481,0.28812
35,0.223632,0.34858,0.3486,0.262856,0.2849,0.326384,0.345472,0.3494279999999999,0.367984,0.3689,0.3689,0.368428,0.3499839999999999,0.367984,0.3521,0.367984,0.3609279999999999,0.367984,0.365928,0.356772,0.3682,0.3698,0.3704,0.3696359999999999,0.355536,0.3682,0.355836,0.3682,0.362836,0.3682,0.367136,0.3582,0.3695,0.369116,0.3699,0.369316,0.3582,0.3695,0.358716,0.3695,0.363316,0.3695,0.367416,0.241152,0.3008,0.30136,0.2576,0.270296,0.286656,0.290172
36,0.2272,0.35151,0.350733,0.2679,0.288508,0.328,0.3467,0.351452,0.3695259999999999,0.370826,0.3702,0.370352,0.3521,0.3695259999999999,0.354826,0.3695259999999999,0.363,0.3695259999999999,0.3678,0.358436,0.3703,0.371824,0.372,0.3707,0.357112,0.3703,0.357724,0.3703,0.364612,0.3703,0.368912,0.3602,0.371197,0.371397,0.3721,0.371494,0.359794,0.371197,0.360897,0.371197,0.3649,0.371197,0.368494,0.2437,0.303688,0.30237,0.2597,0.273141,0.288502,0.2950959999999999
37,0.2314,0.35354,0.3529,0.271762,0.291696,0.329436,0.3498,0.354572,0.370972,0.3719,0.3719,0.3717479999999999,0.355648,0.370972,0.3564,0.370972,0.365324,0.370972,0.3699,0.361288,0.3716879999999999,0.3737,0.3732,0.3724,0.359388,0.3716879999999999,0.359388,0.3716879999999999,0.3665879999999999,0.3716879999999999,0.3706,0.3619,0.3728,0.3730779999999999,0.3736779999999999,0.3736,0.3614,0.3728,0.3623,0.3728,0.3660779999999999,0.3728,0.369478,0.2452659999999999,0.3054779999999999,0.3037,0.2624,0.276934,0.290074,0.299452
38,0.234868,0.35507,0.355251,0.276,0.2952,0.3307,0.3521,0.357944,0.3732,0.3733,0.373222,0.373322,0.358422,0.3732,0.358322,0.3732,0.367322,0.3732,0.371822,0.362864,0.3737,0.375064,0.374428,0.3741,0.361564,0.3737,0.361792,0.3737,0.368564,0.3737,0.373064,0.364259,0.375059,0.375118,0.375459,0.3756,0.363718,0.375059,0.3643,0.375059,0.367918,0.375059,0.370959,0.247973,0.307736,0.3054,0.2648,0.279527,0.2917,0.3025
39,0.23852,0.3567,0.3593,0.2782,0.29838,0.3321,0.35404,0.36052,0.37442,0.37442,0.37444,0.37472,0.36092,0.37442,0.36042,0.37442,0.36954,0.37442,0.3736,0.36476,0.37504,0.37634,0.376,0.3754,0.3637,0.37504,0.36384,0.37504,0.37138,0.37504,0.37494,0.3672,0.37724,0.37684,0.37774,0.37704,0.36704,0.37724,0.36694,0.37724,0.37004,0.37724,0.37288,0.25034,0.31118,0.3066,0.2693,0.28104,0.29424,0.30648
40,0.2421379999999999,0.3589299999999999,0.3622,0.2806949999999999,0.30516,0.334552,0.356082,0.3633,0.376,0.376,0.375718,0.376218,0.3633,0.376,0.3631,0.376,0.3715,0.376,0.374918,0.367316,0.3774,0.378016,0.377816,0.3778,0.366116,0.3774,0.366316,0.3774,0.373116,0.3774,0.3765,0.3691,0.379363,0.378421,0.379342,0.379,0.369,0.379363,0.369,0.379363,0.3724,0.379363,0.3755,0.253474,0.314071,0.30891,0.2731,0.282813,0.2974,0.3106
41,0.247052,0.36096,0.3628,0.283474,0.308692,0.336348,0.3576,0.3659,0.3782,0.3782,0.3772319999999999,0.378216,0.365732,0.3782,0.365916,0.3782,0.373316,0.3782,0.376848,0.3696759999999999,0.379492,0.379592,0.378992,0.3793,0.369292,0.379492,0.368284,0.379492,0.3747,0.379492,0.378,0.3722,0.382,0.3798,0.3816,0.381,0.3711,0.382,0.3711,0.382,0.3745,0.382,0.3771,0.2567,0.3158,0.3113,0.2758,0.284112,0.299198,0.3129
42,0.250474,0.36299,0.364074,0.286514,0.313056,0.3388,0.3606,0.368428,0.3795,0.3799,0.3787,0.379614,0.368114,0.3795,0.367942,0.3795,0.374914,0.3795,0.379,0.372868,0.381768,0.381768,0.3803,0.381268,0.372668,0.381768,0.371004,0.381768,0.3766,0.381768,0.3792,0.374483,0.383683,0.3817,0.382683,0.383083,0.373783,0.383683,0.373649,0.383683,0.3759,0.383683,0.379683,0.2592009999999999,0.317,0.31259,0.2796,0.286199,0.3009779999999999,0.314872
43,0.255,0.36664,0.365596,0.2889,0.316196,0.3409,0.363576,0.371436,0.3813,0.3812,0.380948,0.3813,0.371472,0.3813,0.370924,0.3813,0.376324,0.3813,0.3803,0.375432,0.383688,0.3826,0.382044,0.382888,0.3748,0.383688,0.374444,0.383688,0.378544,0.383688,0.3812439999999999,0.376664,0.3857279999999999,0.383064,0.3842,0.3852279999999999,0.376328,0.3857279999999999,0.376264,0.3857279999999999,0.378192,0.3857279999999999,0.381764,0.2611,0.3184,0.3145199999999999,0.2818,0.2889,0.303712,0.3167
44,0.2605,0.36835,0.367015,0.293255,0.32114,0.34464,0.3658,0.37332,0.3838,0.38352,0.383,0.3832,0.37382,0.3838,0.37333,0.3838,0.3795,0.3838,0.38171,0.3783,0.38554,0.3841,0.3837,0.3842,0.3772,0.38554,0.37734,0.38554,0.3803,0.38554,0.383,0.37939,0.3885,0.385,0.385645,0.387045,0.3788,0.3885,0.378545,0.3885,0.37999,0.3885,0.3839,0.264215,0.320095,0.31765,0.2841,0.290985,0.3052,0.31914
45,0.265376,0.36908,0.369314,0.298554,0.324832,0.348748,0.367646,0.3755,0.3859,0.385116,0.3843,0.384324,0.375908,0.3859,0.375508,0.3859,0.381608,0.3859,0.3843,0.380296,0.387296,0.385396,0.385492,0.385896,0.379896,0.387296,0.3792,0.387296,0.3823,0.387296,0.3855,0.381926,0.3909,0.387,0.387826,0.3885,0.381826,0.3909,0.3813,0.3909,0.3822259999999999,0.3909,0.386252,0.266822,0.3213,0.3214,0.2858,0.293078,0.3077,0.3206
46,0.272482,0.3704,0.3711,0.3041649999999999,0.331924,0.3526,0.3688,0.3779,0.387012,0.386706,0.386106,0.3869,0.378506,0.387012,0.377712,0.387012,0.3839,0.387012,0.385906,0.3827719999999999,0.3894879999999999,0.387544,0.3868,0.3872719999999999,0.3819599999999999,0.3894879999999999,0.382044,0.3894879999999999,0.3843,0.3894879999999999,0.387844,0.3842,0.392714,0.389407,0.3889,0.390607,0.384214,0.392714,0.3832279999999999,0.392714,0.384714,0.392714,0.3878209999999999,0.268929,0.3225,0.3245,0.2873,0.296442,0.310562,0.321144
47,0.278076,0.37154,0.3735639999999999,0.308852,0.336048,0.354456,0.369796,0.381004,0.3886,0.3887,0.3878,0.3882,0.381404,0.3886,0.380604,0.3886,0.385904,0.3886,0.3883,0.3856,0.391396,0.3895,0.388896,0.389748,0.384948,0.391396,0.384548,0.391396,0.387048,0.391396,0.390148,0.386188,0.3942879999999999,0.391088,0.3909,0.3927,0.386188,0.3942879999999999,0.386088,0.3942879999999999,0.387088,0.3942879999999999,0.390188,0.2727,0.324088,0.3268,0.2896,0.299064,0.3132,0.3227
48,0.281194,0.37327,0.377382,0.312351,0.3398239999999999,0.356856,0.373298,0.383002,0.389802,0.390812,0.3895,0.3892,0.384,0.389802,0.383002,0.389802,0.387902,0.389802,0.3904,0.388072,0.392824,0.3928,0.390924,0.391548,0.387748,0.392824,0.3873,0.392824,0.3897,0.392824,0.392148,0.389338,0.3958,0.393169,0.393169,0.3943,0.3892,0.3958,0.3892,0.3958,0.3893,0.3958,0.392545,0.275643,0.3252,0.33207,0.2907,0.3030569999999999,0.316877,0.326448
49,0.2849,0.3761,0.3788,0.3206,0.3452,0.3607,0.3756,0.3854,0.3916,0.3931,0.3915,0.3911,0.3858,0.3916,0.3859,0.3916,0.3898,0.3916,0.3925,0.3911,0.3943,0.3951,0.3932,0.3933,0.3912,0.3943,0.3899,0.3943,0.392,0.3943,0.394,0.3918,0.3971,0.3964499999999999,0.3948,0.39615,0.3918,0.3971,0.3918,0.3971,0.3923,0.3971,0.3948,0.27865,0.32735,0.3359,0.2928,0.3057999999999999,0.32025,0.3295
